"","Sequence","species","English.name","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","wing.lcentr","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","category.n","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","masscentr","rangecentr","clutchcentr","clutch.size","gen.length","genlcentr","threatened","hits"
"1396",6974,"Corvus palmarum","Palm Crow","Corvidae","Passeriformes","AVIBASE-FC9516DF",14,3,9,2,8,49.1,31.3,12,16.3,50.1,0.636170931,244.2,82.9,160.7,34,142.9,289,"EltonTraits_Model",NA,"NO",NA,NA,"Forest",2,1,"Omnivore","Omnivore","Insessorial",17.73,21.45,19.27,-72.55,32245.36,22731517,1,1,1,1,0,0,1,1,0,0,0,0,0,1.770455994,-2.069397763,0.230811813,4,5.10400899,0.283572715,0,13.7567567567568
"1397",6976,"Corvus frugilegus","Rook","Corvidae","Passeriformes","AVIBASE-1078FFEA",36,12,24,0,10,59.5,39.1,14.8,18.3,55.7,1.000120965,312.3,127.8,184.2,41,166.8,452.1,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Omnivore","Omnivore","Terrestrial",28.08,66.07,50.24,76.75,19019081.22,22705983,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2179327,4.310426109,0.230811813,4,5.585125453,0.383549196,0,44.3963963963964
"1398",6978,"Corvus albicollis","White-necked Raven","Corvidae","Passeriformes","AVIBASE-EA326EA2",15,4,11,0,4,65.9,42.4,19.6,34,75.2,1.560208535,417.1,164.6,250.6,39.6,165.6,894,"Dunning",NA,"NO",NA,NA,"Rock",3,2,"Omnivore","Omnivore","Terrestrial",-34.84,2.4,-17.3,30.73,1615598.28,22706077,1,0,0,0,0,0,0,0,0,0,0,0,0,2.899735081,1.844688699,0.177001914,3.8,6.246596305,0.5210035,0,3.9009009009009
"1399",6979,"Corvus corax","Common Raven","Corvidae","Passeriformes","AVIBASE-B9B272F4",46,15,31,0,10,77,49.2,21.9,27.9,67.1,1.574103837,419.7,167.2,252.7,39.8,228.7,928,"Dunning",NA,"NO",NA,NA,"Forest",3,2,"Omnivore","Omnivore","Terrestrial",12.76,83.11,54.65,18.59,52288449.5,22706068,1,0,0,0,0,0,0,0,0,0,0,0,0,2.937061039,5.321758854,0.44605141,4.8,7.464649592,0.774116191,0,29.9054054054054
"1400",6980,"Corvus cryptoleucus","Chihuahuan Raven","Corvidae","Passeriformes","AVIBASE-F3B84E07",10,3,7,0,4,55.8,34.3,17.2,20.1,59.5,1.20748163,351.1,146.7,204.4,41.7,181.5,533.5,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Omnivore","Terrestrial",20.83,38.76,29.63,-103.06,1195845.67,22706055,1,0,0,0,0,0,0,0,0,0,0,0,0,2.383488377,1.543836967,0.620933583,5.45,5.649748724,0.396977977,0,6.23423423423423
"1401",6983,"Corvus albus","Pied Crow","Corvidae","Passeriformes","AVIBASE-34D538E1",14,5,9,0,4,60.4,38.5,15.6,20.6,61.5,1.219239193,353.3,147.9,205.3,41.9,177.2,524,"Dunning",NA,"NO",NA,NA,"Shrubland",3,2,"Carnivore","Omnivore","Terrestrial",-34.84,24.93,-2.98,21.16,19544750.22,22735894,1,0,0,0,0,0,0,0,0,0,0,0,0,2.36552099,4.337690078,0.257716763,4.1,5.117557646,0.286388139,0,23.7612612612613
"1402",6985,"Corvus brachyrhynchos","American Crow","Corvidae","Passeriformes","AVIBASE-9E9F2476",13,4,9,0,4,51.1,35.4,14.7,17.7,59.3,0.985691228,309.6,109.1,199.9,35.3,177.3,448.8,"Dunning",NA,"NO",NA,NA,"Human Modified",2,2,"Omnivore","Omnivore","Terrestrial",24.53,63.75,46.23,-97.42,11573830.54,22705990,1,0,0,0,0,0,0,0,0,0,0,0,0,2.21060666,3.81372992,0.389551016,4.59,7.993566253,0.884025601,0,27.963963963964
"1403",6986,"Corvus caurinus","Northwestern Crow","Corvidae","Passeriformes","AVIBASE-2F784967",13,4,8,1,4,48.8,31,13.2,15.9,50.7,0.814137688,277.5,104.7,172.6,37.8,156.9,390.8,"Dunning",NA,"NO",NA,NA,"Coastal",3,2,"Omnivore","Omnivore","Terrestrial",46.22,61.54,54.81,-133.88,396973.08,22705986,1,0,0,0,0,0,0,0,0,0,0,0,0,2.072225226,0.441096549,0.300764682,4.26,6.003675064,0.470524224,0,12.1126126126126
"1404",6987,"Corvus corone","Carrion Crow","Corvidae","Passeriformes","AVIBASE-E4EE9AC4",63,24,37,2,15,55,35.9,15.1,18.5,59.4,1.06211539,323.9,119.6,204.6,36.9,179.6,570,"Dunning",NA,"NO",NA,NA,"Human Modified",3,1,"Carnivore","Omnivore","Terrestrial",22.23,71.19,52.96,78.23,33343165.09,22706016,1,0,0,0,0,0,0,0,0,0,0,0,0,2.449665667,4.871836165,0.365336561,4.5,5.722759998,0.412149792,0,29.2612612612613
"1405",6988,"Corvus pectoralis","Collared Crow","Corvidae","Passeriformes","AVIBASE-BD63FF46",15,4,11,0,4,57,34.6,15.5,18.5,60.9,1.030583743,318,111.4,204.6,35.1,177.3,470.5,"Dunning",NA,"NO",NA,NA,"Shrubland",3,1,"Omnivore","Omnivore","Terrestrial",18.1,40.82,29.49,113.94,2074732.63,22706049,3,1,0,0,0,0,1,0,0,1,0,0,0,2.257825265,2.094815651,NA,NA,5.512395626,0.368435866,1,6.4009009009009
"1406",6989,"Corvus florensis","Flores Crow","Corvidae","Passeriformes","AVIBASE-CE62EFDD",5,2,3,0,3,51.5,30.2,12.5,16.5,48.3,0.538903815,226,57.6,168.4,25.5,160,175,"Updated_literature","BoW","NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-8.96,-8.23,-8.61,120.62,9095.62,22705956,4,1,1,0,0,0,1,0,0,0,0,0,0,1.26881528,-3.334978941,NA,NA,5.724636568,0.412539745,1,8.62612612612613
"1407",6990,"Corvus typicus","Piping Crow","Corvidae","Passeriformes","AVIBASE-927A64D1",12,2,8,2,4,45.8,28.5,13.7,16.9,42.6,0.437361221,207,57,149.9,27.5,110.2,175,"Updated_literature","BoW","NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-5.7,-1.09,-3.18,120.87,104370.92,22705950,1,0,0,0,0,0,0,0,0,0,0,0,0,1.26881528,-0.894820828,NA,NA,5.721033098,0.411790941,0,2.17117117117117
"1408",6991,"Corvus unicolor","Banggai Crow","Corvidae","Passeriformes","AVIBASE-8D44B0A0",2,0,0,2,1,46.4,30.5,14.2,16.9,43.8,0.406364008,201.2,60.1,141.2,29.9,104,175,"Updated_literature","BoW","NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-1.44,-1.24,-1.28,122.97,137.99,22705953,5,1,1,1,1,0,1,0,0,0,0,0,0,1.26881528,-7.523345981,-0.172762432,2.5,5.815866212,0.431497357,1,1.62612612612613
"1409",6993,"Corvus violaceus","Violet Crow","Corvidae","Passeriformes","AVIBASE-7D09E879",12,3,7,2,4,49,32.1,15.8,17.9,45.5,0.644187452,245.7,78.8,166.9,32,133,251,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-3.88,-2.78,-3.29,128.51,27245.48,103727509,1,0,0,0,0,0,0,0,0,0,0,0,0,1.629482245,-2.237884285,-0.172762432,2.5,5.225642139,0.308848205,0,7.63063063063063
"1410",6995,"Corvus moneduloides","New Caledonian Crow","Corvidae","Passeriformes","AVIBASE-985A5F40",10,4,6,0,4,43.5,28.4,11.9,17.1,47.1,0.603570414,238.1,54.7,183.4,23,164.6,277.4,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Omnivore","Omnivore","Generalist",-22.4,-20.09,-21.33,165.48,16389.59,22705944,1,0,0,0,0,0,0,0,0,0,0,0,0,1.729489814,-2.746125543,-0.118952532,2.7,5.705631996,0.408590576,0,13.0810810810811
"1411",6999,"Corvus tristis","Grey Crow","Corvidae","Passeriformes","AVIBASE-63AF4DB2",13,4,9,0,4,65,43.2,19.2,24,56.4,1.066390868,324.7,98.6,224.9,30.4,234.4,635,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-10.7,-0.34,-5.27,140.93,693202.25,22705975,1,0,0,0,0,0,0,0,0,0,0,0,0,2.557654305,0.998549883,-0.30728718,2,6.679412239,0.610943084,0,24.8378378378378
"1412",7001,"Corvus orru","Torresian Crow","Corvidae","Passeriformes","AVIBASE-3E47E56F",18,7,11,0,4,60.1,41.1,16.5,20.2,57,1.080820605,327.4,118.7,204.5,36.7,166.7,508,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Omnivore","Omnivore","Generalist",-33.75,2.64,-19.42,134.76,5394057.72,103727557,1,0,0,0,0,0,0,0,0,0,0,0,0,2.334510754,3.050281284,0.123192015,3.6,5.225642139,0.308848205,0,5.40990990990991
"1413",7002,"Corvus bennetti","Little Crow","Corvidae","Passeriformes","AVIBASE-4DADACA1",10,5,5,0,4,50.7,32,13.4,16.6,55.4,1.006534181,313.5,129.5,184.9,41.1,173.3,389,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Omnivore","Omnivore","Generalist",-36.03,-14.76,-25.69,131.69,5681813.47,22706030,1,0,0,0,0,0,0,0,0,0,0,0,0,2.06760865,3.102253813,0.486408835,4.95,4.749586658,0.2099234,0,46.0315315315315
"1414",7003,"Corvus mellori","Little Raven","Corvidae","Passeriformes","AVIBASE-DE78C792",13,6,7,0,4,55.4,36.2,13.6,17.9,59,1.098991385,330.8,130.4,199.4,39.5,184.7,540.4,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Omnivore","Omnivore","Generalist",-40.48,-28.51,-33.29,143.8,1353458.96,22706036,1,0,0,0,0,0,0,0,0,0,0,0,0,2.396338912,1.667646867,0.217359338,3.95,5.586769861,0.383890906,0,48.5540540540541
"1415",7004,"Corvus tasmanicus","Forest Raven","Corvidae","Passeriformes","AVIBASE-2CABE055",8,1,4,3,4,63,40.5,15.4,19.2,61.9,1.171674505,344.4,134.1,211.7,38.8,190.3,676.3,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Omnivore","Omnivore","Generalist",-43.64,-28.71,-36.48,146.37,374479.03,22733499,1,0,0,0,0,0,0,0,0,0,0,0,0,2.620666071,0.382763886,0.230811813,4,5.688510398,0.405032691,0,30.4774774774775
"1416",7005,"Corvus coronoides","Australian Raven","Corvidae","Passeriformes","AVIBASE-1D45897E",16,6,10,0,4,61.1,39.8,16.2,20.1,63.6,1.234203365,356.1,147.8,211.6,41.1,198.7,644.3,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Omnivore","Omnivore","Generalist",-39.24,-12.68,-27.75,138.57,4803477.78,22706033,1,0,0,0,0,0,0,0,0,0,0,0,0,2.572193762,2.934323552,0.217359338,3.95,7.628797801,0.808226352,0,16.3153153153153
"1417",7006,"Corvus splendens","House Crow","Corvidae","Passeriformes","AVIBASE-39868903",25,6,17,2,13,49.7,31.5,13.9,16.7,45.9,0.71099179,258.2,93.8,163.9,36.3,151.9,292.6,"Dunning",NA,"NO",NA,NA,"Human Modified",3,1,"Omnivore","Omnivore","Terrestrial",5.92,35.52,23.16,80.57,4469957.42,22705938,1,0,0,0,0,0,0,0,0,0,0,0,0,1.782835795,2.862362241,0.365336561,4.5,4.305368018,0.117614323,0,44.8738738738739
"1418",7007,"Corvus macrorhynchos","Large-billed Crow","Corvidae","Passeriformes","AVIBASE-F4C4F838",63,18,42,3,26,62,42.3,17.4,21.9,57,1.033790351,318.6,111.2,207.6,34.8,182.9,513.1,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Omnivore","Omnivore","Generalist",-10.74,55.35,29.04,107.25,13313192.58,103727590,1,0,0,0,0,0,0,0,0,0,0,0,0,2.344500064,3.953738826,0.47295636,4.9,6.215232069,0.514485981,0,7.58108108108108
"1419",7008,"Corvus kubaryi","Mariana Crow","Corvidae","Passeriformes","AVIBASE-1EF8429F",10,2,5,3,5,55.2,37.7,13.3,18.3,52.5,0.541041554,226.4,63,170.3,27,157.6,249.9,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",14.11,14.2,14.16,145.22,92.35,22705959,5,1,1,1,0,0,1,0,0,0,0,1,0,1.625090144,-7.924941493,-0.038237683,3,4.784556879,0.217190247,1,9.62612612612613
"1420",7010,"Cyanolyca nanus","Dwarf Jay","Corvidae","Passeriformes","AVIBASE-945C18FA",8,0,8,0,4,24.1,13.2,6.5,7.3,31.6,-0.062869662,113.4,14.9,98.5,13.1,113.9,41,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",17.14,21.26,17.98,-96.79,4670.68,22705672,2,1,0,1,0,0,1,1,0,0,0,1,0,-0.182398627,-4.001467249,-0.038237683,3,3.448632305,-0.060416215,0,12.3468468468468
"1421",7013,"Cyanolyca pulchra","Beautiful Jay","Corvidae","Passeriformes","AVIBASE-9C916E02",4,1,2,1,3,31.6,19,10.2,11.6,40.7,0.04187954,133,20.5,112.5,15,132.2,101.3,"Inferred",NA,"YES","Body Mass","Cyanolyca cucullata","Forest",1,1,"Carnivore","Invertivore","Insessorial",-0.28,5.47,2.53,-77.33,19718.93,22705666,2,1,0,0,1,1,1,0,0,0,0,0,0,0.722115717,-2.561192832,NA,NA,3.984059992,0.050846194,0,32.0225225225225
"1422",7017,"Cyanolyca turcosa","Turquoise Jay","Corvidae","Passeriformes","AVIBASE-0844621D",15,2,9,4,4,33.4,18,9.6,10.7,39.8,0.063256928,137,13,123.3,9.5,143.1,97.5,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-5.76,1.06,-1.85,-78.6,62126.94,22705649,1,0,0,0,0,0,0,0,0,0,0,0,0,0.683881684,-1.413592209,NA,NA,3.989872748,0.05205409,0,21.6216216216216
"1423",7019,"Gymnorhinus cyanocephalus","Pinyon Jay","Corvidae","Passeriformes","AVIBASE-A6905B3C",9,2,7,0,4,37.9,23.8,8.3,8.8,37.7,0.120975876,147.8,39.2,107.8,26.6,106.2,104.8,"Dunning",NA,"NO",NA,NA,"Forest",2,2,"Omnivore","Omnivore","Generalist",30.16,46.72,39.05,-111.57,1284048.89,22705608,3,1,0,0,0,0,0,0,1,0,0,1,0,0.756083078,1.615001639,0.182382904,3.82,4.625597206,0.184158268,1,13.2117117117117
"1424",7021,"Aphelocoma wollweberi","Mexican Jay","Corvidae","Passeriformes","AVIBASE-56B8CE7A",4,2,2,0,4,30.7,19.7,7.8,8.9,39.9,0.190452388,160.8,29.6,131.2,18.4,129.2,113.3,"DataFromSplit",NA,"NO",NA,NA,"Forest",2,1,"Omnivore","Omnivore","Generalist",20.33,35.18,27.31,-105.58,484129.24,22724967,1,0,0,0,0,0,0,0,0,0,0,0,0,0.834068474,0.639579975,0.249645278,4.07,5.563176083,0.378988095,0,32.3423423423423
"1425",7023,"Aphelocoma coerulescens","Florida Scrub-jay","Corvidae","Passeriformes","AVIBASE-D78D24B9",9,2,7,0,4,30,17.7,9.1,9.1,37.8,-0.045233317,116.7,20.6,96.2,17.5,140.5,77.1,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Omnivore","Omnivore","Insessorial",26.47,29.57,28.13,-81.41,6933.22,22705629,3,1,1,1,0,1,1,0,1,0,0,1,0,0.449132587,-3.606447569,0.163549439,3.75,5.175549526,0.298438909,1,6.49099099099099
"1426",7025,"Cyanocitta cristata","Blue Jay","Corvidae","Passeriformes","AVIBASE-1DA430B8",11,2,9,0,4,29.9,18.6,10.1,8.9,34.7,0.025846499,130,22.9,108.3,17.4,121.4,88,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Omnivore","Omnivore","Terrestrial",24.53,56.76,43.18,-90.29,6665383.16,22705611,1,0,0,0,0,0,0,0,0,0,0,0,0,0.581366121,3.261910799,0.322288642,4.34,5.15878621,0.294955476,0,32.0945945945946
"1427",7026,"Cyanocitta stelleri","Steller's Jay","Corvidae","Passeriformes","AVIBASE-2225D685",10,2,8,0,4,33.7,21.1,10.2,9.5,43,0.110287182,145.8,20,125.8,13.6,133.2,128,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",12.8,61.65,41.95,-116.24,3560822.24,22705614,1,0,0,0,0,0,0,0,0,0,0,0,0,0.95605957,2.634974843,0.230811813,4,4.326749528,0.122057422,0,15.954954954955
"1428",7029,"Cyanocorax cristatellus","Curl-crested Jay","Corvidae","Passeriformes","AVIBASE-85FA7893",14,3,9,2,4,38.2,24.2,12.5,14.7,47.1,0.371091318,194.6,39.8,154.8,20.4,137.4,178,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Omnivore","Omnivore","Insessorial",-24.21,-6.69,-15.4,-49.99,3037012.19,22705714,1,0,0,0,0,0,0,0,0,0,0,0,0,1.285812856,2.475857558,-0.038237683,3,7.610384807,0.804400114,0,1.15765765765766
"1429",7030,"Cyanocorax coeruleus","Azure Jay","Corvidae","Passeriformes","AVIBASE-D435058A",11,2,8,1,4,42.7,26.4,13.5,15.5,50.5,0.376970099,195.7,26.5,169.8,13.5,163.5,272,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-32.5,-23.35,-27.49,-52.13,521253.94,22705708,2,1,0,1,1,1,0,0,0,0,0,0,0,1.709831372,0.713465411,NA,NA,11.68108254,1.65029517,0,15.1711711711712
"1430",7031,"Cyanocorax morio","Brown Jay","Corvidae","Passeriformes","AVIBASE-AD6BFD7E",21,5,14,2,4,45.1,28.9,13.2,15.8,49.6,0.406898443,201.3,29.5,176.6,14.3,202.8,204,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Omnivore","Omnivore","Insessorial",8.3,27.5,17.92,-91,670090.88,22705742,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4221493,0.964641425,NA,NA,7.464407327,0.774065848,0,17.8378378378378
"1431",7032,"Cyanocorax colliei","Black-throated Magpie-jay","Corvidae","Passeriformes","AVIBASE-0E51C3D5",8,2,6,0,4,43.5,27,12.2,14.2,47.6,0.446981046,208.8,37.4,170.9,17.9,452.9,234,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Omnivore","Omnivore","Insessorial",19.07,29.54,23.9,-106.33,158921.03,22705756,1,0,0,0,0,0,0,0,0,0,0,0,0,1.559350421,-0.474364508,NA,NA,6.559924743,0.586113463,0,4.5990990990991
"1432",7034,"Cyanocorax yncas","Green Jay","Corvidae","Passeriformes","AVIBASE-361B447A",30,9,20,1,8,29.6,16.2,9.3,9.9,38.7,-0.019580451,121.5,9.5,112.4,7.8,139.3,78.5,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Omnivore","Omnivore","Insessorial",-17.71,28.31,10.8,-84.26,1092392.74,22705738,1,0,0,0,0,0,0,0,0,0,0,0,0,0.467127931,1.453353823,0.230811813,4,7.142998682,0.70727681,0,18.1486486486486
"1433",7036,"Cyanocorax dickeyi","Tufted Jay","Corvidae","Passeriformes","AVIBASE-735CC47C",6,1,5,0,4,39,24.2,11.1,12.5,47.4,0.255653422,173,15.6,157.5,9,161.2,181,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",22.28,24.53,23.4,-105.48,13431.36,22705726,2,1,0,0,0,0,1,0,0,0,0,1,0,1.302526337,-2.945179649,0.230811813,4,6.864503198,0.64940517,0,13.1801801801802
"1434",7041,"Cyanocorax chrysops","Plush-crested Jay","Corvidae","Passeriformes","AVIBASE-5A64A7E7",8,1,6,1,4,36,22.6,10.9,12.7,47.5,0.15998961,155.1,15.6,139.5,10.1,163.5,166,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-33.69,-2.48,-21.69,-57.57,2883955.96,22705729,1,0,0,0,0,0,0,0,0,0,0,0,0,1.216017094,2.424146307,0.49986131,5,6.119524418,0.494597835,0,2.31531531531532
"1435",7044,"Cyanocorax yucatanicus","Yucatan Jay","Corvidae","Passeriformes","AVIBASE-6462D4B8",11,2,8,1,4,35.9,22.6,11.3,12.7,41.8,0.089444229,141.9,17.6,124.3,12.4,171.1,118,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Omnivore","Omnivore","Insessorial",17.05,21.61,19.16,-89.66,187835.71,22705693,1,0,0,0,0,0,0,0,0,0,0,0,0,0.874713931,-0.307204223,0.49986131,5,5.587297433,0.384000536,0,11.1081081081081
"1436",7049,"Corcorax melanorhamphos","White-winged Chough","Corcoracidae","Passeriformes","AVIBASE-D7FD3046",10,3,5,2,4,49.3,33.6,9.2,11.9,61.5,0.639911974,244.9,55.8,192.2,22.6,203.3,364,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Omnivore","Omnivore","Terrestrial",-39.24,-18.62,-30.38,146.06,1979313.45,22705382,1,0,0,0,0,0,0,0,0,0,0,0,0,2.001183174,2.047733401,0.123192015,3.6,5.241553084,0.312154515,0,7.6981981981982
"1437",7050,"Struthidea cinerea","Apostlebird","Corcoracidae","Passeriformes","AVIBASE-5811EC08",8,3,5,0,4,25.1,13.3,7.7,11.4,39,0.11456266,146.6,24.3,124.7,16.3,153.5,132,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Omnivore","Omnivore","Terrestrial",-37,-13.74,-25.83,144.51,2500913.56,22705385,1,0,0,0,0,0,0,0,0,0,0,0,0,0.986831229,2.281639448,0.05592964,3.35,3.397208711,-0.071102089,0,9.92342342342342
"1438",7053,"Phonygammus keraudrenii","Trumpet Manucode","Paradisaeidae","Passeriformes","AVIBASE-2B543348",17,4,12,1,4,33.9,17.3,7.6,10.3,36.6,0.181366998,159.1,18.3,142.2,11.4,124.8,154.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-13.78,-0.34,-5.72,140.96,767082.8,22706134,1,0,0,0,0,0,0,0,0,0,0,0,0,1.145517064,1.099822828,NA,NA,7.987068948,0.882675455,0,6.44594594594595
"1439",7057,"Manucodia comrii","Curl-crested Manucode","Paradisaeidae","Passeriformes","AVIBASE-657BF6D8",8,2,6,0,4,55.2,30.7,11.6,16.5,51.3,0.576848679,233.1,22.4,210.7,9.6,155.6,432.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-10.19,-8.4,-9.51,150.72,3220.81,22706128,1,0,0,0,0,0,0,0,0,0,0,0,0,2.174073953,-4.37313904,NA,NA,6.307603509,0.533680858,0,2.11711711711712
"1440",7058,"Pteridophora alberti","King of Saxony Bird-of-paradise","Paradisaeidae","Passeriformes","AVIBASE-299479DE",10,2,8,0,3,23.4,12.5,5.6,7.1,33.1,-0.022787059,120.9,22.2,98.7,18.3,76.3,81.8,"Dunning",NA,"NO",NA,NA,"Forest",1,2,"Herbivore","Frugivore","Insessorial",-7.41,-3.11,-4.9,140.99,109282.79,22706229,1,0,0,0,0,0,0,0,0,0,0,0,0,0.50830655,-0.848832994,NA,NA,4.456716846,0.14906476,0,3.45045045045045
"1441",7060,"Parotia sefilata","Western Parotia","Paradisaeidae","Passeriformes","AVIBASE-9E0C32C5",8,2,6,0,4,33.3,15.6,6.8,9,50.8,0.16800613,156.6,14.2,142.4,9.1,124.8,181.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-2.89,-0.43,-1.1,133.41,7209.38,22706171,1,0,0,0,0,0,0,0,0,0,0,0,0,1.306386282,-3.567388964,NA,NA,4.590672417,0.176900862,0,7.5045045045045
"1442",7067,"Semioptera wallacii","Standardwing Bird-of-paradise","Paradisaeidae","Passeriformes","AVIBASE-5B56D6BE",11,2,9,0,4,43.2,26.2,7.5,10.8,43.3,0.140215525,151.4,16,135.4,10.6,80.8,148.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-0.89,2.23,0.65,127.91,13322.44,22706140,1,1,0,1,1,1,1,1,1,0,0,0,0,1.103266555,-2.953322089,NA,NA,4.405326576,0.138385811,0,1.3963963963964
"1443",7068,"Lophorina paradisea","Paradise Riflebird","Paradisaeidae","Passeriformes","AVIBASE-612E3B48",18,5,13,0,4,52.7,39.6,6.5,8.3,35.4,0.136474483,150.7,12.6,139.8,8.2,90.1,119.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-32.93,-24,-28.52,152.07,128251.12,22706196,1,0,0,0,0,0,0,0,0,0,0,1,0,0.887345677,-0.688781703,NA,NA,4.436650502,0.144894954,0,7.77027027027027
"1444",7069,"Lophorina victoriae","Victoria's Riflebird","Paradisaeidae","Passeriformes","AVIBASE-A19AD1E4",17,6,11,0,4,43.7,30,6.2,7.8,34.3,0.025846499,130,9.8,122,7.5,78.1,95,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-19.56,-15,-17.51,145.68,31555.33,22706193,1,0,0,0,0,0,0,0,0,0,0,0,0,0.657906198,-2.091029407,NA,NA,4.422003813,0.141851357,0,3.36936936936937
"1445",7073,"Lophorina magnifica","Magnificent Riflebird","Paradisaeidae","Passeriformes","AVIBASE-D3B4EDA8",15,6,9,0,4,56.6,38.8,6.3,8.6,37,0.225190643,167.3,20.2,157.6,11.4,93.7,149.9,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-13.77,-0.34,-4.79,139.3,495422.81,22706186,1,0,0,0,0,0,0,0,0,0,0,0,0,1.113997711,0.662639639,NA,NA,4.650484813,0.189329937,0,6.59459459459459
"1446",7075,"Epimachus fastosus","Black Sicklebill","Paradisaeidae","Passeriformes","AVIBASE-7F57334C",10,2,8,0,4,75.1,59.5,8.1,10.2,50.1,0.342231844,189.2,26.6,163,14.1,585.4,232.9,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-6.9,-0.42,-4.79,140.72,80656.88,22706151,1,1,0,0,0,0,1,0,0,0,0,0,0,1.554638483,-1.152567813,NA,NA,4.866598648,0.234238608,0,2.3963963963964
"1447",7083,"Astrapia mayeri","Ribbon-tailed Astrapia","Paradisaeidae","Passeriformes","AVIBASE-8F49F932",10,3,7,0,6,30.4,16.3,5.9,7.5,40.3,0.235344903,169.2,16.3,154.1,9.6,698.9,139.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-6.16,-4.94,-5.67,143.24,7451.13,22706218,2,0,0,0,0,0,1,0,0,0,0,0,0,1.040659187,-3.534406222,-0.576336676,1,5.115744445,0.286011354,0,7.3018018018018
"1448",7084,"Cicinnurus regius","King Bird-of-paradise","Paradisaeidae","Passeriformes","AVIBASE-77A0EB9D",15,2,13,0,10,26.3,14.4,5.2,5.8,28,-0.12058861,102.6,7.8,94.8,7.6,37.3,51.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-10.73,-0.34,-4.61,139.74,479513.91,22706208,1,0,0,0,0,0,0,0,0,0,0,0,0,0.047550979,0.630000983,-0.30728718,2,3.519626031,-0.045663647,0,8.59459459459459
