"","species","English.name","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","rangecentr","masscentr","wing.lcentr","clutchcentr","clutch.size","gen.length","genlcentr","hits"
"415","Egretta eulophotes","Chinese Egret",2261,"Ardeidae","Pelecaniformes","AVIBASE-A8E3A3DA",5,2,3,0,4,80.4,65.8,9.8,13,81.6,250.6,89.5,156,36.4,86.4,461.8,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Terrestrial",25.35,43.51,39.31,124.18,114002.97,22696977,3,1,1,0,1,0,1,1,1,0,1,0,0,0,0.82761107,1.633332826,0.376295608,0.934554376,4,5.243414237,0.762178055,7.5045045045045
"416","Hypotaenidia okinawae","Okinawa Rail",1794,"Rallidae","Gruiformes","AVIBASE-4060A1CC",0,0,0,0,0,43.6,24.6,4.4,8.5,52.2,142.8,34,108.7,23.9,52.5,433,"Dunning",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Hypotaenidia torquata",0,1,1,"Carnivore","Invertivore","Terrestrial",26.53,26.87,26.67,128.13,594.31,22692412,4,1,1,1,1,0,1,1,0,1,0,0,1,0,-4.428967641,1.568938657,-0.066122535,NA,NA,5.254907572,0.781997045,16.0945945945946
"417","Sypheotides indicus","Lesser Florican",1931,"Otididae","Otidiformes","AVIBASE-FEA2C3CD",5,2,3,0,4,44.8,24.7,9,8,93.8,200,73.8,129.9,36.2,92.4,614.3,"Dunning",NA,"NO",NA,NA,0,3,1,"Herbivore","Omnivore","Terrestrial",16.48,31.3,24.07,76.36,1401041.69,22692024,5,1,1,1,1,1,1,1,1,0,0,0,1,0,3.33635787,1.918684337,0.168629949,0.880498759,3.95,5.271791419,0.81111138,17.0495495495495
"418","Paradisornis rudolphi","Blue Bird-of-paradise",7087,"Paradisaeidae","Passeriformes","AVIBASE-4EF0FE4A",10,2,7,1,3,40.3,27.2,9.6,12.4,41.1,151.7,19.2,131.8,12.8,80.2,164.1,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Frugivore","Insessorial",-8.35,-5.05,-6.25,145,21767.84,22706266,2,0,1,0,0,1,0,1,0,0,0,0,1,0,-0.82817978,0.598676927,-0.029596362,NA,NA,5.278720119,0.82305916,8.27927927927928
"419","Chlidonias albostriatus","Black-fronted Tern",2655,"Laridae","Charadriiformes","AVIBASE-37868999",5,0,3,2,4,29.9,17.8,3.6,6.5,17.1,239.6,154.8,85,64.5,108.2,94.7,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aerial",-46.68,-40.5,-44.17,170.87,93279.7,22694750,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0.62698908,0.048914929,0.3311509,NA,NA,5.282619277,0.829782828,6.0045045045045
"420","Aratinga auricapillus","Golden-capped Parakeet",4263,"Psittacidae","Psittaciformes","AVIBASE-58CCB269",5,0,1,4,4,29,23.9,13.3,23.3,15.9,154.2,73.8,80,48,135.4,130,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Omnivore","Insessorial",-22.75,-10.76,-17.83,-43.47,65241.77,22685710,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.26948648,0.365735379,-0.019336201,NA,NA,5.292271314,0.846426703,4.63063063063063
"421","Numenius tenuirostris","Slender-billed Curlew",2451,"Scolopacidae","Charadriiformes","AVIBASE-7A35DE81",5,2,3,0,4,85.9,66.4,5.9,6.5,63.3,252.8,136.2,117.8,53.5,95.4,308,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Terrestrial",34.97,57.54,57.08,74.34,8412.18,22693185,5,1,1,0,0,0,0,1,0,1,0,0,0,0,-1.778932775,1.228300712,0.38532455,0.934554376,4,5.348143881,0.94277279,1.37078651685393
"422","Synthliboramphus hypoleucus","Guadalupe Murrelet",2703,"Alcidae","Charadriiformes","AVIBASE-2A8D086D",4,2,2,0,3,26.5,16.6,4.3,6.3,23,119.7,58.3,61.3,48.8,39.2,167,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aquatic",24.78,34.65,29.85,-117.49,406457.35,62101215,4,1,0,1,0,0,0,1,0,0,1,0,1,0,2.09886557,0.616194741,-0.160926422,-1.443892773,1.8,5.360586647,0.96422897,7.40540540540541
"423","Corvus jamaicensis","Jamaican Crow",6968,"Corvidae","Passeriformes","AVIBASE-58AEF90C",9,0,6,3,4,47.9,32.1,13.9,16.6,46.5,227.7,66.4,161.3,29.2,137,338,"Dunning",NA,"NO",NA,NA,0,2,1,"Omnivore","Omnivore","Insessorial",17.7,18.53,18.16,-77.31,11021.79,22706007,2,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.508739209,1.321246824,0.282312533,-0.146557964,3,5.369297914,0.97925059,17.7207207207207
"424","Anthracoceros coronatus","Malabar Pied Hornbill",3306,"Bucerotidae","Bucerotiformes","AVIBASE-079BC769",10,5,5,0,4,202.6,160.8,35,89.1,60.2,306.2,54.1,263.9,17,317.7,806.7,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Frugivore","Insessorial",5.92,24.81,19.07,80.77,701610.86,22682433,2,0,1,0,1,0,0,1,0,1,0,0,0,0,2.64476549,2.191152781,0.604481589,0.015608887,3.15,5.382834976,1.002593762,14.8648648648649
"425","Chlamydotis macqueenii","Asian Houbara",1919,"Otididae","Otidiformes","AVIBASE-1BCEB0FD",6,3,3,0,2,45.5,24.4,11.1,9.2,89.5,383.4,163.8,214.4,43.3,194.9,1501.3,"DataFromSplit",NA,"NO",NA,NA,0,3,1,"Herbivore","Omnivore","Terrestrial",15.45,50.76,40.12,70.58,4341405.59,22733562,3,1,1,1,1,1,1,1,1,1,1,0,1,0,4.46734001,2.812287607,0.921315361,-0.687114134,2.5,5.395841701,1.025022427,2.11711711711712
"426","Himantopus novaezelandiae","Black Stilt",2358,"Recurvirostridae","Charadriiformes","AVIBASE-C26304D6",4,2,2,0,4,72.4,52.6,4.5,4.9,89.3,241.8,124.9,116.9,51.6,78.2,195,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Terrestrial",-44.48,-43.72,-44.18,170.11,2833.21,22693690,5,1,0,1,1,0,0,0,1,1,0,0,0,0,-2.867203087,0.771200488,0.340179841,0.934554376,4,5.398639306,1.029846589,27.9189189189189
"427","Synthliboramphus antiquus","Ancient Murrelet",2700,"Alcidae","Charadriiformes","AVIBASE-ACA4FEFE",4,2,2,0,4,23.6,12.7,5,7.1,25.9,135.5,70.2,65.2,51.9,35.5,217.7,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aquatic",28.93,59.9,50.68,-15.49,435862.76,22694896,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.16871399,0.881318897,-0.096082205,-1.227670305,2,5.455651679,1.128158146,6.13963963963964
"428","Ramphastos sulfuratus","Keel-billed Toucan",3584,"Ramphastidae","Piciformes","AVIBASE-BB0FBBA4",19,8,7,4,8,129.2,132.3,33.7,45.8,48.7,200.4,29.6,170.3,14.8,163.1,409.7,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Frugivore","Insessorial",6.94,21.79,14.77,-86.17,679911.57,22682102,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2.61334931,1.513626114,0.170271575,0.123720121,3.25,5.457539994,1.131414337,7.52036199095023
"429","Nannopterum brasilianus","Neotropical Cormorant",2304,"Phalacrocoracidae","Suliformes","AVIBASE-56036504",10,4,5,1,2,62.6,44.6,11.9,14.9,48.7,275.4,91.8,191.7,32.4,187.2,1239.3,"Dunning",NA,"NO",NA,NA,0,3,1,"Carnivore","Aquatic predator","Generalist",-55.98,34.12,-11.18,-65.4,18288655.94,22696773,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.90542282,2.620502912,0.478076405,NA,NA,5.464667654,1.143705202,2.37837837837838
"430","Tringa incana","Wandering Tattler",2532,"Scolopacidae","Charadriiformes","AVIBASE-13854B6E",5,2,3,0,4,45.1,29.1,3.5,5.1,32.9,164.6,90.5,73.3,55.3,72.2,108.2,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Terrestrial",56.9,69.32,64.05,-133.78,1273879.07,22693305,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.24120848,0.182182295,0.023346069,0.934554376,4,5.4776429,1.166079584,9.16216216216216
"431","Corvus pectoralis","Collared Crow",6988,"Corvidae","Passeriformes","AVIBASE-BD63FF46",15,4,11,0,4,57,34.6,15.5,18.5,60.9,318,111.4,204.6,35.1,177.3,470.5,"Dunning",NA,"NO",NA,NA,0,3,1,"Omnivore","Omnivore","Terrestrial",18.1,40.82,29.49,113.94,2074732.63,22706049,3,1,1,0,0,0,0,1,0,0,1,0,0,0,3.72897414,1.651996888,0.652909549,NA,NA,5.512395626,1.226006832,6.4009009009009
"432","Calidris ferruginea","Curlew Sandpiper",2468,"Scolopacidae","Charadriiformes","AVIBASE-143A681C",5,2,3,0,4,38.5,31.6,3.2,4.3,29.1,129,70.5,58,54.9,48.6,58.1,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Terrestrial",68.08,78.34,72.28,111.38,1198699.06,22693431,2,0,1,1,1,0,1,1,1,1,0,0,1,0,3.1803787,-0.439633407,-0.122758624,0.934554376,4,5.5274977,1.252048695,28.2747747747748
"433","Accipiter nisus","Eurasian Sparrowhawk",3120,"Accipitridae","Accipitriformes","AVIBASE-DB376A66",19,6,13,0,10,19.6,11.4,8.4,10,53.6,207.4,74.2,134.3,35.5,155.5,220.8,"Dunning",NA,"NO",NA,NA,0,1,2,"Carnivore","Vertivore","Insessorial",26.9,70.53,54.67,77.29,23601609.31,22695624,1,0,1,0,0,1,0,1,0,1,1,0,0,0,6.16045675,0.895458243,0.199000026,1.745388632,4.75,5.536677811,1.267878785,13.2207207207207
"434","Anthracoceros marchei","Palawan Hornbill",3308,"Bucerotidae","Bucerotiformes","AVIBASE-87269308",8,3,2,3,4,142.6,113.9,33.7,67,56.3,274.6,47.4,228.9,17.1,249.1,750,"Updated_literature","BoW","NO",NA,NA,0,1,1,"Herbivore","Frugivore","Insessorial",7.8,12.33,9.92,118.67,13374.99,22682444,3,1,0,0,0,1,0,1,0,0,0,0,0,0,-1.315226886,2.118274136,0.474793154,NA,NA,5.555507825,1.300349071,13.9459459459459
"435","Arenaria melanocephala","Black Turnstone",2460,"Scolopacidae","Charadriiformes","AVIBASE-0413ED30",5,2,3,0,4,25.4,15.2,3.8,5,25.8,142,72.5,69.5,51.1,61.2,126.2,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Terrestrial",54.51,68.88,62.9,-163.14,83412.69,22693341,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.51518703,0.336068879,-0.069405786,0.934554376,4,5.55907662,1.306503064,10.2207207207207
"436","Mulleripicus pulverulentus","Great Slaty Woodpecker",3907,"Picidae","Piciformes","AVIBASE-F6ED89EE",5,0,3,2,4,69,47.5,14.6,14.3,38.9,238.6,58.7,180.1,24.5,171.4,450.2,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",-7.55,32.49,12.72,103.58,2509970.1,22681585,3,1,0,0,0,0,0,1,0,0,0,0,0,0,3.91941269,1.607892857,0.327046835,-0.146557964,3,5.600694906,1.378269214,2.3018018018018
"437","Limnodromus semipalmatus","Asian Dowitcher",2489,"Scolopacidae","Charadriiformes","AVIBASE-B7E68EC8",5,2,3,0,4,86.5,74.2,5.7,8.1,49.4,174.2,91.8,83.5,52.4,61.2,212,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Terrestrial",44,60.08,52.31,97.12,2745344,22693351,2,0,1,0,1,0,0,1,0,0,1,0,1,0,4.00904823,0.854787204,0.062745088,-1.227670305,2,5.625851177,1.421648433,2.14864864864865
"438","Agamia agami","Agami Heron",2197,"Ardeidae","Pelecaniformes","AVIBASE-86095930",5,1,1,3,4,158.8,146,12.5,17.4,98.3,273.6,92.1,184.7,33.4,97.2,567,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Aquatic predator","Terrestrial",-18.44,19.63,-2.98,-63.92,7840247.37,22697200,3,1,1,0,0,0,0,1,0,0,0,0,0,0,5.05841223,1.838560233,0.470689089,-0.362780432,2.8,5.631031192,1.430580798,7.7027027027027
"439","Campephilus magellanicus","Magellanic Woodpecker",3799,"Picidae","Piciformes","AVIBASE-1E4B6E75",5,2,3,0,4,55.8,41.9,13.7,13.3,35.3,218.4,52.5,164.8,24.1,160.8,324,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Invertivore","Insessorial",-55.98,-35.72,-46.48,-72.47,395600.76,22681414,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.07179209,1.278944445,0.244144734,-0.687114134,2.5,5.649501584,1.462430954,4.27027027027027
"440","Circus macrourus","Pallid Harrier",3081,"Accipitridae","Accipitriformes","AVIBASE-22647E26",9,4,5,0,4,29.5,15,9.7,12.7,68,351.2,185,168.4,52.4,226.6,384.4,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Vertivore","Aerial",41.23,58.45,51.02,62.85,6168290.72,22695396,2,0,1,0,0,0,0,1,0,1,1,0,1,0,4.81856362,1.449884606,0.789164487,1.475110547,4.5,5.656714025,1.474868015,16.6261261261261
"441","Chlidonias niger","Black Tern",2658,"Laridae","Charadriiformes","AVIBASE-115AF02D",10,4,5,1,8,31.1,18.4,3.5,5.4,15.8,201.7,123.7,75,62.1,77.8,65.3,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aerial",35.73,63.05,50.61,-10.11,12943719.56,22694787,1,0,1,1,0,0,0,0,0,1,0,0,1,0,5.55975254,-0.322807035,0.175606859,-0.146557964,3,5.682020735,1.518506648,44.463963963964
"442","Falco peregrinus","Peregrine Falcon",4074,"Falconidae","Falconiformes","AVIBASE-47E58408",18,7,8,3,8,31.1,18.4,13.7,15.4,45.1,314.7,165,152.6,52.2,143,760,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Vertivore","Aerial",-55.98,80.18,50.28,21.82,38088662.45,45354964,1,0,1,0,0,1,1,1,1,1,1,0,1,0,6.63905851,2.131519362,0.639366136,0.393998206,3.5,5.712366517,1.570834607,39.4054054054054
"443","Corvus florensis","Flores Crow",6989,"Corvidae","Passeriformes","AVIBASE-CE62EFDD",5,2,3,0,3,51.5,30.2,12.5,16.5,48.3,226,57.6,168.4,25.5,160,175,"Updated_literature","BoW","NO",NA,NA,0,1,1,"Omnivore","Omnivore","Insessorial",-8.96,-8.23,-8.61,120.62,9095.62,22705956,4,1,1,1,0,0,0,1,0,0,0,0,0,0,-1.700820452,0.662986903,0.275335624,NA,NA,5.724636568,1.591992958,8.62612612612613
"444","Rynchops flavirostris","African Skimmer",2586,"Laridae","Charadriiformes","AVIBASE-907B1140",4,2,2,0,4,83.7,66.1,6.1,20.8,27.6,332,216.8,115.2,65.2,109.5,164,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aerial",-26.54,24.44,-3.11,22.6,9718531.11,22694262,1,0,0,1,0,0,1,1,1,1,1,0,0,0,5.27317633,0.598067357,0.71036645,-1.119559071,2.1,5.739450713,1.61753832,4.08558558558559
"445","Tetrax tetrax","Little Bustard",1916,"Otididae","Otidiformes","AVIBASE-56E3016D",6,3,3,0,4,30,14.4,7.8,8.6,63.7,239.3,98,142.1,40.8,100.3,833.5,"Dunning",NA,"NO",NA,NA,0,3,2,"Omnivore","Omnivore","Terrestrial",32.86,57.55,48.84,54.04,5061737.32,22691896,2,0,1,1,0,0,1,1,0,0,1,0,1,0,4.62085162,2.223834631,0.32991968,0.393998206,3.5,5.74242023,1.622658925,13
"446","Tinamus tao","Grey Tinamou",9,"Tinamidae","Struthioniformes","AVIBASE-346D16D5",11,5,4,2,4,45.5,13.6,6.5,6.8,79.7,278.7,47.3,229.2,17.1,125.6,1600.1,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Omnivore","Terrestrial",-17.32,11.55,-9.07,-59.84,3810389.02,22678135,3,1,1,0,0,0,0,1,0,0,0,0,0,0,4.33687314,2.876022335,0.491619818,6.340116079,9,5.78539734,1.696768217,2.95945945945946
"447","Pseudobulweria aterrima","Mascarene Petrel",2125,"Procellariidae","Procellariiformes","AVIBASE-9331EDA7",1,0,0,1,1,35.1,17.5,8.2,12.2,41,253,133.5,119.5,52.8,112,232,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aquatic",-22.79,-19.79,-21.3,55.99,74510.86,22697896,5,1,0,1,0,0,0,1,0,0,1,0,0,0,0.40233146,0.944938301,0.386145363,NA,NA,5.79089107,1.706241549,3.56756756756757
"448","Charadrius leschenaultii","Greater Sandplover",2394,"Charadriidae","Charadriiformes","AVIBASE-98B9C10B",5,3,2,0,4,26.5,16.4,4.2,5.4,36.5,136.4,72,63.5,53.1,49.8,74.8,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Terrestrial",31.8,54.71,44.18,88.45,5473335.58,22693862,1,0,1,1,1,0,1,1,1,1,0,0,0,0,4.69903007,-0.186981186,-0.092388547,-0.146557964,3,5.798295074,1.719008938,2.07657657657658
"449","Orthonyx spaldingii","Chowchilla",6233,"Orthonychidae","Passeriformes","AVIBASE-A738F49A",9,5,4,0,4,22.3,11.6,5,6.6,42,122.3,13.4,107,11.2,103.3,149.9,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Terrestrial",-19.63,-15.09,-17.67,145.71,23436.79,22704977,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.75430642,0.508169334,-0.150255855,-2.308782645,1,5.812319656,1.743192785,38.2657657657658
"450","Corvus unicolor","Banggai Crow",6991,"Corvidae","Passeriformes","AVIBASE-8D44B0A0",2,0,0,2,1,46.4,30.5,14.2,16.9,43.8,201.2,60.1,141.2,29.9,104,175,"Updated_literature","BoW","NO",NA,NA,0,1,1,"Omnivore","Omnivore","Insessorial",-1.44,-1.24,-1.28,122.97,137.99,22705953,5,1,1,1,1,1,0,1,0,0,0,0,0,0,-5.889187491,0.662986903,0.173554826,-0.687114134,2.5,5.815866212,1.74930843,1.62612612612613
"451","Anthracoceros montani","Sulu Hornbill",3305,"Bucerotidae","Bucerotiformes","AVIBASE-C2775FA0",2,2,0,0,1,127.6,97.4,29.5,60.5,48.8,283.5,50.3,228.7,18,252,741,"Updated_literature","Dunning (2021)","NO",NA,NA,0,1,1,"Herbivore","Frugivore","Insessorial",5.05,5.35,5.2,120.05,585.5,22682447,5,1,1,0,1,1,0,1,0,0,0,0,1,0,-4.443902527,2.106201554,0.511319327,NA,NA,5.826290269,1.767283569,9.87837837837838
"452","Carpococcyx viridis","Sumatran Ground-cuckoo",1598,"Cuculidae","Cuculiformes","AVIBASE-64A8C1C5",4,1,2,1,0,41.9,37.2,12.1,19.5,70.6,211.2,16.2,240.8,6.2,259.8,495.7,"Inferred",NA,"YES","Beak Nares; Beak Width; Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index; Body Mass","Carpococcyx radiceus",0,1,1,"Carnivore","Invertivore","Terrestrial",-5.45,-0.53,-2.9,102.27,25182.19,22724459,5,1,1,0,0,0,0,1,0,0,0,0,0,0,-0.68247643,1.704171834,0.21459547,NA,NA,5.831570908,1.776389449,1.32432432432432
"453","Tinamus major","Great Tinamou",12,"Tinamidae","Struthioniformes","AVIBASE-42D72AE1",6,1,2,3,4,38.5,11.4,5.2,5.9,64.4,241,51.3,193.1,20.9,83.2,1026.2,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Omnivore","Terrestrial",-18.07,18.96,-1.53,-66.06,7672718.39,22678148,1,0,1,0,0,1,1,1,0,0,0,0,0,0,5.03681282,2.431818868,0.33689659,0.934554376,4,5.839391169,1.789874627,8.76576576576577
"454","Circus maurus","Black Harrier",3077,"Accipitridae","Accipitriformes","AVIBASE-A41CD4E7",5,2,0,3,4,31.7,17,10.6,13.5,71.9,352.4,151.2,203.5,42.6,249.2,509,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Vertivore","Aerial",-34.84,-18.52,-30.91,22.27,597211.38,22695379,4,1,1,1,1,1,1,0,0,1,1,0,1,0,2.48365769,1.730648946,0.794089364,0.393998206,3.5,5.866679212,1.836929852,18.490990990991
"455","Penelopides manillae","Luzon Hornbill",3317,"Bucerotidae","Bucerotiformes","AVIBASE-FB6FE713",6,3,3,0,4,87.7,74.7,26.1,36.4,39.4,224.8,36,190.5,15.9,216,460.9,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Frugivore","Insessorial",12.54,18.65,15.9,121.46,104660.9,22682488,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.74211217,1.631382029,0.270410746,0.177775738,3.3,5.932440233,1.950327489,2.72072072072072
"456","Anthracoceros malayanus","Black Hornbill",3304,"Bucerotidae","Bucerotiformes","AVIBASE-6DC62BCF",5,3,2,0,4,147.1,115.4,32,65,45.8,289.4,15.1,276.7,5.3,320.4,1050,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Frugivore","Insessorial",-5.95,8.1,0.64,109.01,798560.44,22682441,3,1,1,0,0,0,0,1,0,1,0,0,0,0,2.77419723,2.454746372,0.535533307,-0.795225368,2.4,5.938751527,1.96121062,22.1576576576577
"457","Circus cyaneus","Hen Harrier",3078,"Accipitridae","Accipitriformes","AVIBASE-F558C7F9",9,4,4,1,3,30.1,16,9.7,13,72.1,352.4,158.9,197.1,44.7,131.7,393,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Vertivore","Aerial",37.61,73.38,58.07,84.36,17331412.86,22727733,1,0,1,1,0,0,0,1,0,1,0,0,0,0,5.85166248,1.472010541,0.794089364,1.475110547,4.5,5.940517497,1.964255841,20.2972972972973
"458","Chondrohierax wilsonii","Cuban Kite",2971,"Accipitridae","Accipitriformes","AVIBASE-B028452B",1,1,0,0,1,38.4,30.4,11.8,20.6,23,244,63.5,180.5,26,185,286.1,"Dunning",NA,"NO",NA,NA,0,2,2,"Carnivore","Invertivore","Insessorial",20.18,20.75,20.47,-74.96,3890.11,22728485,5,1,1,0,0,0,0,1,0,0,0,0,1,0,-2.550175996,1.154542329,0.349208783,-1.227670305,2,5.963042212,2.003097231,5.36486486486486
"459","Strix nebulosa","Great Grey Owl",2921,"Strigidae","Strigiformes","AVIBASE-FA36ABE5",5,1,1,3,4,43.7,20.9,11.3,19.1,60,436,139,297,31.9,262.9,1061.9,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Vertivore","Insessorial",36.8,70.03,58.78,41.47,19847527.93,22689118,1,0,1,1,1,0,1,1,0,0,1,0,1,0,5.98722131,2.466015964,1.137189148,0.934554376,4,5.974684397,2.023172897,13.8738738738739
"460","Asio capensis","Marsh Owl",2876,"Strigidae","Strigiformes","AVIBASE-83E21A84",5,2,2,1,3,28.1,14.7,9.7,13.4,50.9,283.2,114.1,169.4,40.2,140.8,334,"Dunning",NA,"NO",NA,NA,0,3,1,"Carnivore","Vertivore","Generalist",-34.84,35.93,-10.23,28.65,7302556.68,22689535,1,0,1,1,0,0,1,1,0,1,1,0,1,1,4.98736636,1.309341922,0.510088108,-0.416836049,2.75,6.005187726,2.075772528,14.5990990990991
"461","Zonerodius heliosylus","Forest Bittern",2192,"Ardeidae","Pelecaniformes","AVIBASE-5F70C7F3",5,2,3,0,4,93.6,73.2,13,19.2,94.7,303,47.6,252.3,15.8,124.2,802,"EltonTraits_Model",NA,"NO",NA,NA,0,1,1,"Carnivore","Aquatic predator","Terrestrial",-10.73,-0.34,-5.46,140.84,654108.95,22697274,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2.5746605,2.185309537,0.591348583,NA,NA,6.021678985,2.104209887,4.68018018018018
"462","Guaruba guarouba","Golden Parakeet",4280,"Psittacidae","Psittaciformes","AVIBASE-1F894CC3",9,3,2,4,8,40.1,34.8,23.5,36.4,18.5,204.7,75.6,127.8,36.8,154.8,194,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Frugivore","Insessorial",-7.88,-1.46,-4.09,-52.53,261029.65,22724703,3,1,0,0,1,0,1,1,0,0,0,0,0,0,1.65602057,0.766059088,0.187919052,-0.146557964,3,6.036553434,2.129859236,17.6261261261261
"463","Ardea alba","Great White Egret",2244,"Ardeidae","Pelecaniformes","AVIBASE-49D9148A",16,4,7,5,8,126.3,90.4,12,18.1,141.6,378.8,120.7,257.2,32.1,140.5,871.3,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Terrestrial",-52.61,57.34,10.02,28.87,74898555.49,22697043,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.31527645,2.268187278,0.902436665,0.610220674,3.7,6.036657469,2.130038633,26.4504504504505
"464","Xema sabini","Sabine's Gull",2592,"Laridae","Charadriiformes","AVIBASE-86182656",7,3,4,0,4,32.1,13.4,4.4,7.7,33.3,265,156.8,107.2,59.4,114.4,198,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Generalist",62.96,81.85,72.31,80.64,563350.81,22694479,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.42528911,0.78646796,0.435394135,-1.033070083,2.18,6.057992649,2.166828801,7.89189189189189
"465","Eulabeornis castaneoventris","Chestnut Rail",1792,"Rallidae","Gruiformes","AVIBASE-EC514143",8,2,4,2,6,58.8,32.7,6.1,12.2,67.5,215,54.5,163.7,25,113,684.5,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Aquatic predator","Terrestrial",-17.1,-5.32,-13.41,128.64,69431.58,22692778,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.33172838,2.026889574,0.230190915,1.475110547,4.5,6.064844801,2.178644582,18.1711711711712
"466","Ardea insignis","White-bellied Heron",2240,"Ardeidae","Pelecaniformes","AVIBASE-1E1181E6",5,0,1,4,4,160.4,129.2,18.5,28.4,178.5,538.6,195,342,36.3,194,2024,"Inferred",NA,"YES","Body Mass","Ardea sumatrana",0,3,1,"Carnivore","Aquatic predator","Terrestrial",25.8,28.34,27.28,93.73,62911.44,22697021,5,1,1,0,1,1,0,1,1,1,1,0,0,0,0.23311459,3.111031959,1.558266156,0.934554376,4,6.109341897,2.255374923,10.6351351351351
"467","Falco rusticolus","Gyrfalcon",4072,"Falconidae","Falconiformes","AVIBASE-E19252A7",5,2,3,0,4,36,22,16.3,19.2,56.7,368,174.2,193.2,47.5,201.8,1431.7,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Vertivore","Aerial",50.88,83.11,68.74,6.83,8809463.94,22696500,1,0,0,0,0,1,1,1,1,0,1,0,1,0,5.17496844,2.764818757,0.858112769,0.512920564,3.61,6.127488041,2.286665949,32.6081081081081
