"","species","English.name","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","rangecentr","masscentr","wing.lcentr","clutchcentr","clutch.size","gen.length","genlcentr","hits"
"1847","Grallaria ridgelyi","Jocotoco Antpitta",4846,"Grallariidae","Passeriformes","AVIBASE-6F24D8CB",2,1,1,0,1,32,20.4,9.2,12.4,68.6,128.3,10.7,117.8,8.3,53.6,179.5,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Terrestrial",-4.95,-4.24,-4.48,-79.07,120.44,22724628,4,1,1,0,0,1,1,1,0,0,0,0,0,0,-6.025217006,0.688376137,-0.125631469,NA,NA,3.749507193,-1.813900088,4.963963964
"1848","Elanus caeruleus","Black-winged Kite",2962,"Accipitridae","Accipitriformes","AVIBASE-97C47F3E",7,3,4,0,4,30.9,16,9.2,11.3,32.1,286.3,132.1,160.2,45.2,127.7,259.8,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Vertivore","Aerial",-34.84,46.65,3.69,41.21,26685941.8,22695028,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6.28327875,1.058113033,0.522810707,0.393998206,3.5,3.754855156,-1.804678115,4
"1849","Limnodromus scolopaceus","Long-billed Dowitcher",2491,"Scolopacidae","Charadriiformes","AVIBASE-CB343E43",4,2,2,0,4,70.7,61.9,4.5,7.1,38.6,145.5,74.2,71.2,51,56.5,104.4,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Terrestrial",59.64,74.27,68.11,18.59,1045265.04,22693348,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.04341233,0.146430604,-0.055041561,0.934554376,4,3.771513142,-1.775953253,10.24774775
"1850","Charadrius aquilonius","Northern Red-breasted Plover",2366,"Charadriidae","Charadriiformes","AVIBASE-3313E068",5,2,3,0,4,27.5,17.3,5.3,6.5,39,160.4,69.4,91,43.2,68.7,146,"DataFromSplit",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Terrestrial",-40.86,-34.39,-36.28,174.51,9829.99,62291168,2,0,0,1,1,0,0,0,1,0,0,0,0,0,-1.623175514,0.481807551,0.006108999,NA,NA,3.773592561,-1.772367524,0
"1851","Falco concolor","Sooty Falcon",4056,"Falconidae","Falconiformes","AVIBASE-BD34FDFD",5,2,3,0,4,20.1,13.8,9.6,11.7,34,269,165.8,106.5,60.9,124.4,250,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Vertivore","Aerial",14.29,31.69,25.38,33.18,374520.47,22696446,3,1,1,0,0,0,0,1,1,0,1,0,0,0,2.01703303,1.019661847,0.451810393,-0.416836049,2.75,3.773885853,-1.771861775,7.216216216
"1852","Myadestes obscurus","Omao",8859,"Turdidae","Passeriformes","AVIBASE-A1C41A3F",5,0,5,0,4,15.2,7.2,4.7,4.1,23.7,102,27.6,75,26.9,92.8,50.4,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Frugivore","Insessorial",19.04,19.99,19.58,-155.35,2577.89,22708579,3,1,1,1,1,0,0,1,0,0,0,0,0,0,-2.961642196,-0.581807896,-0.233568362,-1.49794839,1.75,3.77478646,-1.770308777,0
"1853","Pyrrhura cruentata","Ochre-marked Parakeet",4211,"Psittacidae","Psittaciformes","AVIBASE-9DA59151",5,2,2,1,4,22.8,19.1,12.1,22.7,15.7,147.4,59.5,88.5,40.2,130.6,75.9,"EltonTraits_GenAvg",NA,"NO",NA,NA,0,1,1,"Herbivore","Omnivore","Insessorial",-22.95,-12.37,-18.24,-40.6,10274.69,22685783,3,1,1,0,1,0,0,1,0,0,0,0,0,0,-1.578929841,-0.172382387,-0.047243838,-0.254669198,2.9,3.774924824,-1.770070184,0
"1854","Agelaius tricolor","Tricolored Blackbird",10521,"Icteridae","Passeriformes","AVIBASE-80285D5C",4,2,2,0,4,22.2,14.7,4.9,7.3,26.7,113.2,35.3,77.9,31.2,83,57.9,"Dunning",NA,"NO",NA,NA,0,2,2,"Omnivore","Invertivore","Terrestrial",29.84,47.51,36.78,-120.31,113509.64,22724196,4,1,1,1,0,0,0,1,0,0,1,0,0,0,0.82327434,-0.443081686,-0.187602841,0.123720121,3.25,3.777039139,-1.76642428,6.648648649
"1855","Forpus cyanopygius","Mexican Parrotlet",4199,"Psittacidae","Psittaciformes","AVIBASE-64E60FBC",4,2,2,0,4,14.9,12.8,9,13.8,10.6,84.5,34.8,49.8,41.1,39.8,33.5,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Frugivore","Generalist",18.7,28.43,23.65,-106.42,115539.41,22685923,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.84099825,-0.990253632,-0.305389489,-0.146557964,3,3.780035794,-1.761256879,0
"1856","Garrulax bicolor","Sumatran Laughingthrush",8433,"Leiotrichidae","Passeriformes","AVIBASE-CFEA4730",5,2,3,0,4,28.3,15.4,6,7.9,45.2,127.6,10.2,118.8,7.9,115.8,123.4,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Terrestrial",-5.61,5.5,0.9,99.6,67096.21,22734448,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0.29751413,0.31363204,-0.128504314,0.934554376,4,3.780613793,-1.760260183,0
"1857","Mareca falcata","Falcated Duck",512,"Anatidae","Anseriformes","AVIBASE-978D4485",6,2,4,0,4,46.1,31.6,16.2,13,36.4,238.3,129.5,108.5,54.5,63.7,645.8,"Dunning",NA,"NO",NA,NA,0,3,3,"Herbivore","Herbivore aquatic","Aquatic",40.23,64.8,54.68,122.38,5490157.81,22680153,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4.70209885,1.968690787,0.325815616,NA,NA,3.782226439,-1.757479353,0
"1858","Tyto inexspectata","Minahasa Masked-owl",2721,"Tytonidae","Strigiformes","AVIBASE-C54633EE",3,1,2,0,3,38.8,20.8,11.1,18.2,56.3,250.2,59.4,190.8,23.7,105.7,540,"Inferred",NA,"YES","Body Mass","Tyto almae",0,1,1,"Carnivore","Vertivore","Generalist",-1.83,1.76,0.4,121.95,47061.5,22688441,3,1,1,0,1,0,1,1,0,0,0,0,0,0,-0.05715817,1.789770069,0.374653982,NA,NA,3.782326103,-1.757307493,0
"1859","Odontophorus columbianus","Venezuelan Wood-quail",174,"Odontophoridae","Galliformes","AVIBASE-062EC06C",2,1,0,1,2,20.8,11.9,8.4,11.9,45.5,137.5,18.5,119,13.5,57,340,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Omnivore","Terrestrial",10.13,10.9,10.37,-67.46,9353.75,22679683,2,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.672836099,1.327146547,-0.087874076,3.096779057,6,3.784915954,-1.75284158,0
"1860","Malaconotus alius","Uluguru Bush-shrike",6638,"Malaconotidae","Passeriformes","AVIBASE-9941D6E1",3,0,3,0,1,32,17.6,8.8,11.6,31.9,104,12.4,91.6,11.9,98.7,76.7,"Inferred",NA,"YES","Body Mass","Malaconotus cruentus",0,1,1,"Carnivore","Invertivore","Insessorial",-7.01,-6.83,-6.91,37.68,83.69,22707747,4,1,1,1,0,0,0,1,0,0,0,0,1,0,-6.389249214,-0.161897363,-0.225360234,NA,NA,3.786088872,-1.750819012,0
"1861","Ptilinopus coralensis","Atoll Fruit-dove",943,"Columbidae","Columbiformes","AVIBASE-31FFAD02",4,2,2,0,4,18.2,7.7,3.7,3.9,26.5,126,32.3,93.7,25.7,81.5,83.2,"Dunning",NA,"NO",NA,NA,0,2,1,"Omnivore","Omnivore","Terrestrial",-22.04,-14.33,-16.82,-143.79,654.22,22691480,2,0,1,1,0,0,0,1,0,0,0,0,1,0,-4.332925024,-0.080551723,-0.135070817,NA,NA,3.786423266,-1.750242387,0
"1862","Psilopogon henricii","Yellow-crowned Barbet",3666,"Megalaimidae","Piciformes","AVIBASE-E4B545F5",6,2,3,1,4,24.3,19.4,11,11.2,21.4,91.8,18.1,73.3,19.9,49.3,74.1,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Frugivore","Insessorial",-5.95,9.16,0.66,108.67,715928.64,22681649,2,0,1,0,0,0,0,1,0,1,0,0,0,0,2.66496707,-0.196383539,-0.275429819,NA,NA,3.786569542,-1.74999015,0
"1863","Mareca penelope","Eurasian Wigeon",514,"Anatidae","Anseriformes","AVIBASE-15EE0D36",10,5,5,0,4,38.5,26.5,15.5,12.4,35.5,250.6,143,107.2,57.2,89.7,770,"Dunning",NA,"NO",NA,NA,0,3,3,"Herbivore","Omnivore","Terrestrial",48.94,74.55,61.69,93.37,16342850.08,22680157,1,0,0,1,0,0,0,0,1,1,1,0,1,0,5.79293235,2.144591444,0.376295608,NA,NA,3.789266937,-1.745338789,0
"1864","Sericornis keri","Atherton Scrubwren",6207,"Acanthizidae","Passeriformes","AVIBASE-C3631CAD",8,4,3,1,2,14.4,7.6,2.6,3.1,22.2,57.2,5.7,49,10.4,42.3,11.4,"Dunning",NA,"NO",NA,NA,0,1,2,"Carnivore","Invertivore","Terrestrial",-19.19,-15.66,-17.46,145.62,24710.75,22704546,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.70137506,-2.068185716,-0.417430448,-1.227670305,2,3.789471757,-1.7449856,0
"1865","Philemon fuscicapillus","Dusky Friarbird",6019,"Meliphagidae","Passeriformes","AVIBASE-FAAC2F6A",5,0,1,4,4,43.1,25,6.9,9.8,37.8,145.4,25.6,120.9,17.5,127.4,85.7,"EltonTraits_GenAvg",NA,"NO",NA,NA,0,1,1,"Herbivore","Omnivore","Insessorial",1.98,2.65,2.32,128.45,2284.07,22704193,3,1,1,0,0,0,0,1,0,0,0,0,0,0,-3.082654492,-0.050946245,-0.055451967,NA,NA,3.789603055,-1.744759191,0
"1866","Treron capellei","Large Green-pigeon",821,"Columbidae","Columbiformes","AVIBASE-28F77A79",5,2,3,0,4,31.4,18,8.6,10.3,23.1,193.8,64.8,128.4,33.5,112.4,401.3,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Frugivore","Insessorial",-5.95,12.39,0.73,107.82,1127623.03,22691198,3,1,1,0,0,0,0,1,0,1,0,0,0,0,3.11925375,1.492910206,0.14318475,-1.227670305,2,3.789681813,-1.744623381,0
"1867","Oreothraupis arremonops","Tanager Finch",10324,"Passerellidae","Passeriformes","AVIBASE-807C7CA4",4,0,1,3,4,19,12,7.1,9.4,31.2,80,7.3,72.7,9.1,83,48,"Updated_literature","Dunning (2021)","NO",NA,NA,0,1,1,"Omnivore","Omnivore","Terrestrial",-0.06,6.95,3.04,-77.2,13265.09,22723024,1,0,1,0,1,0,1,1,0,1,0,0,0,0,-1.323477659,-0.63059806,-0.323857779,NA,NA,3.790840327,-1.742625652,8.675675676
"1868","Tyto nigrobrunnea","Taliabu Masked-owl",2720,"Tytonidae","Strigiformes","AVIBASE-E61687E7",1,1,0,0,0,41,21.2,11.6,17.1,65,278,92,186,33.1,129,631.9,"Inferred",NA,"YES","Tarsus Length; Body Mass","Tyto novaehollandiae",0,1,1,"Carnivore","Vertivore","Generalist",-2.03,-1.63,-1.81,124.74,2875.25,22688449,3,1,0,0,0,0,0,1,0,0,0,0,0,0,-2.852473804,1.946932083,0.488746973,NA,NA,3.79243857,-1.739869658,0
"1869","Coracias garrulus","European Roller",3373,"Coraciidae","Coraciiformes","AVIBASE-7451A628",6,3,3,0,4,40.2,26.9,9.8,12.9,23.7,190.8,72.6,120.7,37.5,122.6,146,"Dunning",NA,"NO",NA,NA,0,2,3,"Carnivore","Invertivore","Insessorial",25.2,60.56,43.92,43.17,9539437.58,22682860,1,0,1,0,0,0,0,1,0,0,1,0,0,0,5.25457638,0.481807551,0.130872557,1.204832461,4.25,3.792817625,-1.739216019,20.53603604
"1870","Zapornia atra","Henderson Crake",1849,"Rallidae","Gruiformes","AVIBASE-09B78B87",3,2,1,0,3,22,11.4,2.8,5.4,30.4,80,19.7,60.3,24.5,39,77.4,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Terrestrial",-24.41,-24.32,-24.36,-128.32,41.11,22692711,3,1,0,1,0,0,0,0,0,0,0,0,1,0,-7.100117309,-0.15281229,-0.323857779,NA,NA,3.794847886,-1.735715058,7.256756757
"1871","Erythropitta granatina","Garnet Pitta",4516,"Pittidae","Passeriformes","AVIBASE-FE4701A9",9,3,4,2,4,21.8,14.8,6.2,7.7,37.4,84.8,8.2,76.5,9.6,31,61.5,"Updated_literature","BoW","NO",NA,NA,0,1,1,"Carnivore","Invertivore","Terrestrial",-5.31,6.23,0.34,109.41,852985.14,22735819,2,0,1,0,0,0,0,1,0,1,0,0,0,0,2.8401287,-0.382761896,-0.30415827,-1.227670305,2,3.796497137,-1.732871106,0
"1872","Turdus haplochrous","Unicolored Thrush",8959,"Turdidae","Passeriformes","AVIBASE-3EB04282",2,1,1,0,2,24,13.3,5.3,6.7,32.1,111.2,20.8,90.4,18.7,94.2,84,"Dunning",NA,"NO",NA,NA,0,1,NA,"Omnivore","Omnivore","Generalist",-17.12,-13.72,-15.23,-63.56,191947.3,22708931,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1.34860742,-0.070982272,-0.19581097,NA,NA,3.796650252,-1.732607076,0
"1873","Egretta vinaceigula","Slaty Egret",2254,"Ardeidae","Pelecaniformes","AVIBASE-510E9BFA",2,0,2,0,1,62.2,49.6,8,9.5,80,228,74,154,32.5,82.5,288,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Terrestrial",-20.74,-17.52,-18.85,22.79,110075.11,22696922,3,1,1,1,0,0,0,1,1,1,1,0,1,0,0.79254952,1.161161409,0.283543752,-0.795225368,2.4,3.798226386,-1.729889207,3.022522523
"1874","Lophorina superba","Western Superb Bird-of-Paradise",7070,"Paradisaeidae","Passeriformes","AVIBASE-54154974",1,0,1,0,1,30.3,18,5.3,7.3,27.1,138,19.1,118.9,13.8,117,76.7,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Omnivore","Insessorial",-10.27,-0.5,-5.32,141.89,160974.68,181524349,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.17263365,-0.161897363,-0.085822044,-1.768226475,1.5,3.801570825,-1.72412209,0
"1875","Chamaetylas choloensis","Thyolo Alethe",9161,"Muscicapidae","Passeriformes","AVIBASE-68B8466C",2,0,2,0,1,19.2,10.1,3.9,5.2,28.7,96,17,80,17.5,73,41.3,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Terrestrial",-16.54,-13.9,-15.48,35.97,4661.03,22709004,3,1,1,0,1,0,1,1,1,1,0,0,0,0,-2.369376977,-0.780936571,-0.258192749,NA,NA,3.805789789,-1.716846951,0
"1876","Malurus pulcherrimus","Blue-breasted Fairy-wren",5943,"Maluridae","Passeriformes","AVIBASE-41FCF199",11,5,6,0,4,11.9,5.8,2.8,2.7,22.2,49.3,6,43.2,12.3,72.6,9.2,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Invertivore","Generalist",-35,-27.15,-32.12,121.67,379685.75,22703756,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.03073051,-2.282595587,-0.449852556,-0.146557964,3,3.815411732,-1.70025497,0
"1877","Columba punicea","Pale-capped Pigeon",608,"Columbidae","Columbiformes","AVIBASE-D5C3E9C9",5,2,3,0,4,24.4,11.4,5.1,5.9,26.1,220,75.8,140.5,35,141.4,434.4,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Frugivore","Terrestrial",11.47,29.36,22.42,87.99,190345.98,22690191,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1.34022993,1.572166698,0.250711237,-2.308782645,1,3.815497113,-1.70010774,0
"1878","Laniarius ferrugineus","Southern Boubou",6669,"Malaconotidae","Passeriformes","AVIBASE-2849059D",16,2,14,0,4,26.5,14.4,6.5,8.7,36.4,95.6,7.3,88.3,7.6,89.1,46.8,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Invertivore","Insessorial",-34.84,-18.79,-27.1,29.41,721209.79,22707571,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.67231663,-0.655915868,-0.259834375,-0.95739222,2.25,3.816681407,-1.698065556,3.603603604
"1879","Tyto aurantia","Golden Masked-owl",2718,"Tytonidae","Strigiformes","AVIBASE-5F5CAA2E",4,3,1,0,4,37.4,18.8,9.8,16.4,59,225.5,65.2,160.4,29,102.2,540,"Inferred",NA,"YES","Body Mass","Tyto almae",0,1,1,"Carnivore","Vertivore","Generalist",-6.31,-4.13,-5.47,150.63,35138.49,22688470,3,1,1,0,0,0,0,1,0,0,0,0,0,0,-0.34931632,1.789770069,0.273283591,NA,NA,3.81867449,-1.694628704,1.441441441
"1880","Centrocercus urophasianus","Sage Grouse",367,"Phasianidae","Galliformes","AVIBASE-B7E467E2",5,2,3,0,4,36.8,17.4,12.8,15.7,49.4,306,115.6,184.1,38.7,242,1902.5,"Dunning",NA,"NO",NA,NA,0,3,1,"Herbivore","Herbivore terrestrial","Terrestrial",36.38,51.4,43.59,-110.93,1315889.14,22679503,2,0,1,1,0,1,0,1,0,1,1,0,0,0,3.27365444,3.049125019,0.603660776,4.556280717,7.35,3.822699139,-1.68768864,0
"1881","Leiothrix laurinae","Sumatran Mesia",8506,"Leiotrichidae","Passeriformes","AVIBASE-EDA24491",0,0,0,0,0,17.1,8.9,4.2,5.3,25,73.5,9.9,63,13.6,75.4,28.4,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Leiothrix argentauris",0,1,1,"Carnivore","Invertivore","Insessorial",-5.4,4.59,-1.24,101.17,57548,103878509,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0.14400595,-1.155409926,-0.350534198,NA,NA,3.828136879,-1.678311856,0
"1882","Actenoides capucinus","Black-headed Kingfisher",3471,"Alcedinidae","Coraciiformes","AVIBASE-4C744DC4",7,3,2,2,3,56.3,42.4,14.1,19.4,22.4,147.7,28.8,121.5,19.2,117.6,150,"DataFromSplit",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",-5.71,-2.18,-3.88,121.15,64905.92,22726852,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0.26432541,0.508836223,-0.046012619,NA,NA,3.829402053,-1.676130203,0
"1883","Actenoides regalis","Plain-backed Kingfisher",3473,"Alcedinidae","Coraciiformes","AVIBASE-558D8C00",2,1,1,0,0,48,33.2,11.8,13.1,19.4,115,25.6,86.1,23,96.5,105,"EltonTraits_Model",NA,"YES","Beak Nares; Beak Width; Beak Depth; Tarsus Length; Kipp's Distance; Secondary1; Hand-Wing Index","Actenoides princeps",0,1,1,"Carnivore","Invertivore","Insessorial",-4.48,-1.92,-3.11,121.53,19210.35,22727941,3,1,1,0,1,0,0,1,0,0,0,0,0,0,-0.953164235,0.152161279,-0.180215525,NA,NA,3.829402053,-1.676130203,0
"1884","Actenoides excelsus","Guadalcanal Moustached Kingfisher",3475,"Alcedinidae","Coraciiformes","AVIBASE-53C44102",1,1,0,0,1,49.7,38,14.6,17.5,19.2,126.5,22.9,103.6,18.1,90.6,188,"DataFromSplit",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",-9.87,-9.31,-9.69,160.14,1739.96,22726883,4,1,1,1,0,1,0,1,0,0,0,0,1,0,-3.354751307,0.734642892,-0.133018785,NA,NA,3.829402053,-1.676130203,0.617117117
"1885","Snowornis subalaris","Grey-tailed Piha",5353,"Cotingidae","Passeriformes","AVIBASE-413E0E1A",8,4,4,0,4,24.9,12.1,6.6,7,20,129.4,30,99.3,23.2,101.1,81.2,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Omnivore","Insessorial",-12.85,1.49,-5.73,-76.38,59762.19,22700831,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18175976,-0.104883824,-0.121116998,NA,NA,3.832431395,-1.670906436,0
"1886","Lamprotornis bicolor","African Pied Starling",8749,"Sturnidae","Passeriformes","AVIBASE-C244BE28",1,0,1,0,0,27.9,12.4,6.3,6.2,31.7,109.2,28.5,80.7,26.1,95,104,"Dunning",NA,"YES","Beak Nares; Tarsus Length; Wing Length; Kipp's distance; Secondary1; Hand-Wing Index","Lamprotornis fischeri",0,3,1,"Omnivore","Omnivore","Generalist",-34.84,-24.68,-30.19,25.11,787929.61,22710808,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.76079533,0.142591828,-0.204019099,0.772387525,3.85,3.834476929,-1.667379138,0
"1887","Touit stictopterus","Spot-winged Parrotlet",4120,"Psittacidae","Psittaciformes","AVIBASE-72692065",5,1,3,1,2,20.9,16.5,10,15.6,12,121.8,50,71.8,41,55.8,78.8,"Dunning",NA,"NO",NA,NA,0,1,2,"Herbivore","Omnivore","Insessorial",-6.33,0.13,-3.34,-78.33,32941.14,22686066,2,0,1,0,1,0,1,0,0,0,0,0,0,0,-0.4138911,-0.134886074,-0.152307887,NA,NA,3.834559061,-1.667237511,0
"1888","Sarcophanops steerii","Mindanao Wattled Broadbill",4563,"Eurylaimidae","Passeriformes","AVIBASE-600D1A1F",7,2,5,0,4,22.1,15,12.7,8.7,21.4,80.7,17.1,62.1,21.9,56.5,38.7,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",5.56,10.47,7.68,124.8,96675.6,22698738,3,1,1,0,0,1,0,1,0,1,0,0,0,0,0.66274761,-0.845959471,-0.320984934,-2.308782645,1,3.834580826,-1.667199979,0
"1889","Cnemathraupis aureodorsalis","Golden-backed Mountain-tanager",11060,"Thraupidae","Passeriformes","AVIBASE-CBB9458D",4,1,3,0,4,22.9,12.1,8.2,10.8,34.5,122.6,23.5,99,19.2,100.6,85,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Frugivore","Insessorial",-9.85,-7.18,-8.62,-76.89,2445.85,22722611,4,1,1,0,0,0,0,0,0,1,0,0,0,0,-3.01422072,-0.059147815,-0.149024636,NA,NA,3.836599806,-1.663718471,0
"1890","Hydrornis baudii","Blue-headed Pitta",4530,"Pittidae","Passeriformes","AVIBASE-3211B67B",7,2,4,1,4,25.5,14.2,5.3,7.4,38,89.4,14.6,75.6,16.2,37.4,66,"Updated_literature","BoW","NO",NA,NA,0,1,1,"Carnivore","Invertivore","Terrestrial",-4.19,7.04,0.56,114.11,604986.6,22698631,3,1,1,0,1,0,0,1,0,1,0,0,1,0,2.49659288,-0.312144329,-0.285279574,-1.227670305,2,3.837417292,-1.662308806,0
"1891","Turdus bewsheri","Comoro Thrush",8965,"Turdidae","Passeriformes","AVIBASE-9B5CD224",6,2,4,0,4,23.6,14.1,5.3,6.5,36.9,105.5,18.7,86.8,17.7,77.1,63.3,"Dunning",NA,"NO",NA,NA,0,2,1,"Omnivore","Omnivore","Insessorial",-12.41,-11.36,-11.89,43.67,1671.23,22708748,2,0,1,0,0,0,0,1,0,0,0,0,1,0,-3.395053549,-0.353913742,-0.219204137,-0.973608905,2.235,3.837440134,-1.662269418,0
"1892","Chaetops frenatus","Cape Rockjumper",7118,"Chaetopidae","Passeriformes","AVIBASE-EE344F3D",3,0,0,3,3,24.2,13,3.7,4.9,34.4,87.3,10.3,77,11.8,91.7,55,"Dunning",NA,"NO",NA,NA,0,3,1,"Carnivore","Invertivore","Terrestrial",-34.84,-31.79,-33.59,20.91,66553.02,22708094,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0.28938549,-0.494465886,-0.293898109,-1.227670305,2,3.838482753,-1.660471536,0
"1893","Telespiza cantans","Laysan Finch",10070,"Fringillidae","Passeriformes","AVIBASE-AFEB17B8",3,1,1,1,3,18.9,12.3,7.6,12.3,24.4,80.5,15.9,64.6,19.8,56.7,33.3,"Dunning",NA,"NO",NA,NA,0,3,1,"Herbivore","Omnivore","Generalist",25.75,25.78,25.77,-171.73,3.41,22720728,3,1,0,1,0,0,0,1,0,0,0,0,1,0,-9.589656419,-0.996241674,-0.321805747,-0.146557964,3,3.841010368,-1.656112942,0
"1894","Alcedo peninsulae","Malay Blue-banded Kingfisher",3435,"Alcedinidae","Coraciiformes","AVIBASE-9C5F80D9",27,8,18,1,8,49.4,38.4,7.7,10.3,11.6,80.7,17.1,62.7,21.4,35.1,43.1,"DataFromSplit",NA,"NO",NA,NA,0,1,1,"Carnivore","Aquatic predator","Insessorial",-5.95,15.64,1.04,107.59,1168022.53,22726979,2,0,1,0,1,0,0,1,0,1,0,0,0,0,3.15445402,-0.738276074,-0.320984934,NA,NA,3.8428669,-1.652911557,0
"1895","Dendrocincla fuliginosa","Plain-brown Woodcreeper",4984,"Furnariidae","Passeriformes","AVIBASE-757E2994",44,8,17,19,11,29.9,20,6.4,6.6,24.7,104.9,18.9,84.1,18.3,86.7,38.7,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",-17.42,15.75,-3.3,-62.98,8483632.64,22703010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.13728058,-0.845959471,-0.221666576,-1.227670305,2,3.843211395,-1.652317514,0
"1896","Pseudorectes incertus","White-bellied Pitohui",6352,"Pachycephalidae","Passeriformes","AVIBASE-CBC2CE1F",3,1,2,0,3,23.5,14.4,6.6,8.6,30.5,111.6,13.7,97.9,12.2,93,75,"Updated_literature","BoW","NO",NA,NA,0,1,1,"Omnivore","Omnivore","Insessorial",-6.13,-4.92,-5.33,139.5,606.03,22705579,2,0,0,0,0,0,0,1,0,0,0,0,0,0,-4.40943922,-0.184310957,-0.194169344,NA,NA,3.847311076,-1.645248065,0
"1897","Lyrurus mlokosiewiczi","Caucasian Grouse",366,"Phasianidae","Galliformes","AVIBASE-4ACE5613",5,2,3,0,4,27.7,14,11.3,11,47.3,197.8,56.1,142.8,28.2,166.8,814,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Herbivore terrestrial","Generalist",38.58,44.19,42.22,44.29,104757.72,22679483,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0.74303682,2.200161295,0.159601007,3.096779057,6,3.849344692,-1.641741319,0
"1898","Columba trocaz","Madeira Laurel-pigeon",595,"Columbidae","Columbiformes","AVIBASE-BAAC66AF",5,2,3,0,4,27.7,13.3,6.4,6.6,34.5,235.2,84.5,152.5,35.6,163.4,440,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Frugivore","Generalist",32.63,32.87,32.76,-16.99,549.16,22690112,1,0,1,1,1,0,0,1,0,0,0,0,0,0,-4.507978872,1.584975656,0.313093016,-2.308782645,1,3.850087021,-1.640461254,0
"1899","Anumara forbesi","Forbes's Blackbird",10549,"Icteridae","Passeriformes","AVIBASE-41E8146F",3,2,1,0,3,25.2,16.5,6.6,9.6,29.4,103,17.3,85.7,16.7,94.2,65.9,"Inferred",NA,"YES","Body Mass","Gnorimopsar chopi",0,2,1,"Omnivore","Invertivore","Generalist",-19.52,-7.57,-10.6,-37.53,112.34,22724274,3,1,1,1,0,0,0,1,0,0,0,0,0,0,-6.094838723,-0.313660629,-0.229464298,NA,NA,3.852866424,-1.63566848,0
