"","location","hits","keyword","geo","gprop"
"15497","Yemen",NA,"Ortalis wagleri","world","web"
"15498","South Africa",NA,"Ortalis wagleri","world","web"
"15499","Zambia",NA,"Ortalis wagleri","world","web"
"15500","Zimbabwe",NA,"Ortalis wagleri","world","web"
"15501","Aruba",NA,"Ortalis squamata","world","web"
"15502","Afghanistan",NA,"Ortalis squamata","world","web"
"15503","Angola",NA,"Ortalis squamata","world","web"
"15504","Anguilla",NA,"Ortalis squamata","world","web"
"15505","Åland Islands",NA,"Ortalis squamata","world","web"
"15506","Albania",NA,"Ortalis squamata","world","web"
"15507","Andorra",NA,"Ortalis squamata","world","web"
"15508","United Arab Emirates",NA,"Ortalis squamata","world","web"
"15509","Argentina",NA,"Ortalis squamata","world","web"
"15510","Armenia",NA,"Ortalis squamata","world","web"
"15511","American Samoa",NA,"Ortalis squamata","world","web"
"15512","Antarctica",NA,"Ortalis squamata","world","web"
"15513","French Southern Territories",NA,"Ortalis squamata","world","web"
"15514","Antigua & Barbuda",NA,"Ortalis squamata","world","web"
"15515","Australia",NA,"Ortalis squamata","world","web"
"15516","Austria",NA,"Ortalis squamata","world","web"
"15517","Azerbaijan",NA,"Ortalis squamata","world","web"
"15518","Burundi",NA,"Ortalis squamata","world","web"
"15519","Belgium",NA,"Ortalis squamata","world","web"
"15520","Benin",NA,"Ortalis squamata","world","web"
"15521","Caribbean Netherlands",NA,"Ortalis squamata","world","web"
"15522","Burkina Faso",NA,"Ortalis squamata","world","web"
"15523","Bangladesh",NA,"Ortalis squamata","world","web"
"15524","Bulgaria",NA,"Ortalis squamata","world","web"
"15525","Bahrain",NA,"Ortalis squamata","world","web"
"15526","Bahamas",NA,"Ortalis squamata","world","web"
"15527","Bosnia & Herzegovina",NA,"Ortalis squamata","world","web"
"15528","St. Barthélemy",NA,"Ortalis squamata","world","web"
"15529","Belarus",NA,"Ortalis squamata","world","web"
"15530","Belize",NA,"Ortalis squamata","world","web"
"15531","Bermuda",NA,"Ortalis squamata","world","web"
"15532","Bolivia",NA,"Ortalis squamata","world","web"
"15533","Brazil",NA,"Ortalis squamata","world","web"
"15534","Barbados",NA,"Ortalis squamata","world","web"
"15535","Brunei",NA,"Ortalis squamata","world","web"
"15536","Bhutan",NA,"Ortalis squamata","world","web"
"15537","Bouvet Island",NA,"Ortalis squamata","world","web"
"15538","Botswana",NA,"Ortalis squamata","world","web"
"15539","Central African Republic",NA,"Ortalis squamata","world","web"
"15540","Canada",NA,"Ortalis squamata","world","web"
"15541","Cocos (Keeling) Islands",NA,"Ortalis squamata","world","web"
"15542","Switzerland",NA,"Ortalis squamata","world","web"
"15543","Chile",NA,"Ortalis squamata","world","web"
"15544","China",NA,"Ortalis squamata","world","web"
"15545","Côte d’Ivoire",NA,"Ortalis squamata","world","web"
"15546","Cameroon",NA,"Ortalis squamata","world","web"
"15547","Congo - Kinshasa",NA,"Ortalis squamata","world","web"
"15548","Congo - Brazzaville",NA,"Ortalis squamata","world","web"
"15549","Cook Islands",NA,"Ortalis squamata","world","web"
"15550","Colombia",NA,"Ortalis squamata","world","web"
"15551","Comoros",NA,"Ortalis squamata","world","web"
"15552","Cape Verde",NA,"Ortalis squamata","world","web"
"15553","Costa Rica",NA,"Ortalis squamata","world","web"
"15554","Cuba",NA,"Ortalis squamata","world","web"
"15555","Curaçao",NA,"Ortalis squamata","world","web"
"15556","Christmas Island",NA,"Ortalis squamata","world","web"
"15557","Cayman Islands",NA,"Ortalis squamata","world","web"
"15558","Cyprus",NA,"Ortalis squamata","world","web"
"15559","Czechia",NA,"Ortalis squamata","world","web"
"15560","Germany",NA,"Ortalis squamata","world","web"
"15561","Djibouti",NA,"Ortalis squamata","world","web"
"15562","Dominica",NA,"Ortalis squamata","world","web"
"15563","Denmark",NA,"Ortalis squamata","world","web"
"15564","Dominican Republic",NA,"Ortalis squamata","world","web"
"15565","Algeria",NA,"Ortalis squamata","world","web"
"15566","Ecuador",NA,"Ortalis squamata","world","web"
"15567","Egypt",NA,"Ortalis squamata","world","web"
"15568","Eritrea",NA,"Ortalis squamata","world","web"
"15569","Western Sahara",NA,"Ortalis squamata","world","web"
"15570","Spain",NA,"Ortalis squamata","world","web"
"15571","Estonia",NA,"Ortalis squamata","world","web"
"15572","Ethiopia",NA,"Ortalis squamata","world","web"
"15573","Finland",NA,"Ortalis squamata","world","web"
"15574","Fiji",NA,"Ortalis squamata","world","web"
"15575","Falkland Islands (Islas Malvinas)",NA,"Ortalis squamata","world","web"
"15576","France",NA,"Ortalis squamata","world","web"
"15577","Faroe Islands",NA,"Ortalis squamata","world","web"
"15578","Micronesia",NA,"Ortalis squamata","world","web"
"15579","Gabon",NA,"Ortalis squamata","world","web"
"15580","United Kingdom",NA,"Ortalis squamata","world","web"
"15581","Georgia",NA,"Ortalis squamata","world","web"
"15582","Guernsey",NA,"Ortalis squamata","world","web"
"15583","Ghana",NA,"Ortalis squamata","world","web"
"15584","Gibraltar",NA,"Ortalis squamata","world","web"
"15585","Guinea",NA,"Ortalis squamata","world","web"
"15586","Guadeloupe",NA,"Ortalis squamata","world","web"
"15587","Gambia",NA,"Ortalis squamata","world","web"
"15588","Guinea-Bissau",NA,"Ortalis squamata","world","web"
"15589","Equatorial Guinea",NA,"Ortalis squamata","world","web"
"15590","Greece",NA,"Ortalis squamata","world","web"
"15591","Grenada",NA,"Ortalis squamata","world","web"
"15592","Greenland",NA,"Ortalis squamata","world","web"
"15593","Guatemala",NA,"Ortalis squamata","world","web"
"15594","French Guiana",NA,"Ortalis squamata","world","web"
"15595","Guam",NA,"Ortalis squamata","world","web"
"15596","Guyana",NA,"Ortalis squamata","world","web"
"15597","Hong Kong",NA,"Ortalis squamata","world","web"
"15598","Heard & McDonald Islands",NA,"Ortalis squamata","world","web"
"15599","Honduras",NA,"Ortalis squamata","world","web"
"15600","Croatia",NA,"Ortalis squamata","world","web"
"15601","Haiti",NA,"Ortalis squamata","world","web"
"15602","Hungary",NA,"Ortalis squamata","world","web"
"15603","Indonesia",NA,"Ortalis squamata","world","web"
"15604","Isle of Man",NA,"Ortalis squamata","world","web"
"15605","India",NA,"Ortalis squamata","world","web"
"15606","British Indian Ocean Territory",NA,"Ortalis squamata","world","web"
"15607","Ireland",NA,"Ortalis squamata","world","web"
"15608","Iran",NA,"Ortalis squamata","world","web"
"15609","Iraq",NA,"Ortalis squamata","world","web"
"15610","Iceland",NA,"Ortalis squamata","world","web"
"15611","Israel",NA,"Ortalis squamata","world","web"
"15612","Italy",NA,"Ortalis squamata","world","web"
"15613","Jamaica",NA,"Ortalis squamata","world","web"
"15614","Jersey",NA,"Ortalis squamata","world","web"
"15615","Jordan",NA,"Ortalis squamata","world","web"
"15616","Japan",NA,"Ortalis squamata","world","web"
"15617","Kazakhstan",NA,"Ortalis squamata","world","web"
"15618","Kenya",NA,"Ortalis squamata","world","web"
"15619","Kyrgyzstan",NA,"Ortalis squamata","world","web"
"15620","Cambodia",NA,"Ortalis squamata","world","web"
"15621","Kiribati",NA,"Ortalis squamata","world","web"
"15622","St. Kitts & Nevis",NA,"Ortalis squamata","world","web"
"15623","South Korea",NA,"Ortalis squamata","world","web"
"15624","Kuwait",NA,"Ortalis squamata","world","web"
"15625","Laos",NA,"Ortalis squamata","world","web"
"15626","Lebanon",NA,"Ortalis squamata","world","web"
"15627","Liberia",NA,"Ortalis squamata","world","web"
"15628","Libya",NA,"Ortalis squamata","world","web"
"15629","St. Lucia",NA,"Ortalis squamata","world","web"
"15630","Liechtenstein",NA,"Ortalis squamata","world","web"
"15631","Sri Lanka",NA,"Ortalis squamata","world","web"
"15632","Lesotho",NA,"Ortalis squamata","world","web"
"15633","Lithuania",NA,"Ortalis squamata","world","web"
"15634","Luxembourg",NA,"Ortalis squamata","world","web"
"15635","Latvia",NA,"Ortalis squamata","world","web"
"15636","Macao",NA,"Ortalis squamata","world","web"
"15637","St. Martin",NA,"Ortalis squamata","world","web"
"15638","Morocco",NA,"Ortalis squamata","world","web"
"15639","Monaco",NA,"Ortalis squamata","world","web"
"15640","Moldova",NA,"Ortalis squamata","world","web"
"15641","Madagascar",NA,"Ortalis squamata","world","web"
"15642","Maldives",NA,"Ortalis squamata","world","web"
"15643","Mexico",NA,"Ortalis squamata","world","web"
"15644","Marshall Islands",NA,"Ortalis squamata","world","web"
"15645","North Macedonia",NA,"Ortalis squamata","world","web"
"15646","Mali",NA,"Ortalis squamata","world","web"
"15647","Malta",NA,"Ortalis squamata","world","web"
"15648","Myanmar (Burma)",NA,"Ortalis squamata","world","web"
"15649","Montenegro",NA,"Ortalis squamata","world","web"
"15650","Mongolia",NA,"Ortalis squamata","world","web"
"15651","Northern Mariana Islands",NA,"Ortalis squamata","world","web"
"15652","Mozambique",NA,"Ortalis squamata","world","web"
"15653","Mauritania",NA,"Ortalis squamata","world","web"
"15654","Montserrat",NA,"Ortalis squamata","world","web"
"15655","Martinique",NA,"Ortalis squamata","world","web"
"15656","Mauritius",NA,"Ortalis squamata","world","web"
"15657","Malawi",NA,"Ortalis squamata","world","web"
"15658","Malaysia",NA,"Ortalis squamata","world","web"
"15659","Mayotte",NA,"Ortalis squamata","world","web"
"15660","Namibia",NA,"Ortalis squamata","world","web"
"15661","New Caledonia",NA,"Ortalis squamata","world","web"
"15662","Niger",NA,"Ortalis squamata","world","web"
"15663","Norfolk Island",NA,"Ortalis squamata","world","web"
"15664","Nigeria",NA,"Ortalis squamata","world","web"
"15665","Nicaragua",NA,"Ortalis squamata","world","web"
"15666","Niue",NA,"Ortalis squamata","world","web"
"15667","Netherlands",NA,"Ortalis squamata","world","web"
"15668","Norway",NA,"Ortalis squamata","world","web"
"15669","Nepal",NA,"Ortalis squamata","world","web"
"15670","Nauru",NA,"Ortalis squamata","world","web"
"15671","New Zealand",NA,"Ortalis squamata","world","web"
"15672","Oman",NA,"Ortalis squamata","world","web"
"15673","Pakistan",NA,"Ortalis squamata","world","web"
"15674","Panama",NA,"Ortalis squamata","world","web"
"15675","Pitcairn Islands",NA,"Ortalis squamata","world","web"
"15676","Peru",NA,"Ortalis squamata","world","web"
"15677","Philippines",NA,"Ortalis squamata","world","web"
"15678","Palau",NA,"Ortalis squamata","world","web"
"15679","Papua New Guinea",NA,"Ortalis squamata","world","web"
"15680","Poland",NA,"Ortalis squamata","world","web"
"15681","Puerto Rico",NA,"Ortalis squamata","world","web"
"15682","North Korea",NA,"Ortalis squamata","world","web"
"15683","Portugal",NA,"Ortalis squamata","world","web"
"15684","Paraguay",NA,"Ortalis squamata","world","web"
"15685","Palestine",NA,"Ortalis squamata","world","web"
"15686","French Polynesia",NA,"Ortalis squamata","world","web"
"15687","Qatar",NA,"Ortalis squamata","world","web"
"15688","Réunion",NA,"Ortalis squamata","world","web"
"15689","Romania",NA,"Ortalis squamata","world","web"
"15690","Russia",NA,"Ortalis squamata","world","web"
"15691","Rwanda",NA,"Ortalis squamata","world","web"
"15692","Saudi Arabia",NA,"Ortalis squamata","world","web"
"15693","Sudan",NA,"Ortalis squamata","world","web"
"15694","Senegal",NA,"Ortalis squamata","world","web"
"15695","Singapore",NA,"Ortalis squamata","world","web"
"15696","South Georgia & South Sandwich Islands",NA,"Ortalis squamata","world","web"
"15697","St. Helena",NA,"Ortalis squamata","world","web"
"15698","Svalbard & Jan Mayen",NA,"Ortalis squamata","world","web"
"15699","Solomon Islands",NA,"Ortalis squamata","world","web"
"15700","Sierra Leone",NA,"Ortalis squamata","world","web"
"15701","El Salvador",NA,"Ortalis squamata","world","web"
"15702","San Marino",NA,"Ortalis squamata","world","web"
"15703","Somalia",NA,"Ortalis squamata","world","web"
"15704","St. Pierre & Miquelon",NA,"Ortalis squamata","world","web"
"15705","Serbia",NA,"Ortalis squamata","world","web"
"15706","South Sudan",NA,"Ortalis squamata","world","web"
"15707","São Tomé & Príncipe",NA,"Ortalis squamata","world","web"
"15708","Suriname",NA,"Ortalis squamata","world","web"
"15709","Slovakia",NA,"Ortalis squamata","world","web"
"15710","Slovenia",NA,"Ortalis squamata","world","web"
"15711","Sweden",NA,"Ortalis squamata","world","web"
"15712","Eswatini",NA,"Ortalis squamata","world","web"
"15713","Sint Maarten",NA,"Ortalis squamata","world","web"
"15714","Seychelles",NA,"Ortalis squamata","world","web"
"15715","Syria",NA,"Ortalis squamata","world","web"
"15716","Turks & Caicos Islands",NA,"Ortalis squamata","world","web"
"15717","Chad",NA,"Ortalis squamata","world","web"
"15718","Togo",NA,"Ortalis squamata","world","web"
"15719","Thailand",NA,"Ortalis squamata","world","web"
"15720","Tajikistan",NA,"Ortalis squamata","world","web"
"15721","Tokelau",NA,"Ortalis squamata","world","web"
"15722","Turkmenistan",NA,"Ortalis squamata","world","web"
"15723","Timor-Leste",NA,"Ortalis squamata","world","web"
"15724","Tonga",NA,"Ortalis squamata","world","web"
"15725","Trinidad & Tobago",NA,"Ortalis squamata","world","web"
"15726","Tunisia",NA,"Ortalis squamata","world","web"
"15727","Turkey",NA,"Ortalis squamata","world","web"
"15728","Tuvalu",NA,"Ortalis squamata","world","web"
"15729","Taiwan",NA,"Ortalis squamata","world","web"
"15730","Tanzania",NA,"Ortalis squamata","world","web"
"15731","Uganda",NA,"Ortalis squamata","world","web"
"15732","Ukraine",NA,"Ortalis squamata","world","web"
"15733","U.S. Outlying Islands",NA,"Ortalis squamata","world","web"
"15734","Uruguay",NA,"Ortalis squamata","world","web"
"15735","United States",NA,"Ortalis squamata","world","web"
"15736","Uzbekistan",NA,"Ortalis squamata","world","web"
"15737","Vatican City",NA,"Ortalis squamata","world","web"
"15738","St. Vincent & Grenadines",NA,"Ortalis squamata","world","web"
"15739","Venezuela",NA,"Ortalis squamata","world","web"
"15740","British Virgin Islands",NA,"Ortalis squamata","world","web"
"15741","U.S. Virgin Islands",NA,"Ortalis squamata","world","web"
"15742","Vietnam",NA,"Ortalis squamata","world","web"
"15743","Vanuatu",NA,"Ortalis squamata","world","web"
"15744","Wallis & Futuna",NA,"Ortalis squamata","world","web"
"15745","Samoa",NA,"Ortalis squamata","world","web"
"15746","Kosovo",NA,"Ortalis squamata","world","web"
"15747","Yemen",NA,"Ortalis squamata","world","web"
"15748","South Africa",NA,"Ortalis squamata","world","web"
"15749","Zambia",NA,"Ortalis squamata","world","web"
"15750","Zimbabwe",NA,"Ortalis squamata","world","web"
"15751","Netherlands",NA,"Ortalis superciliaris","world","web"
"15752","Aruba",NA,"Ortalis superciliaris","world","web"
"15753","Afghanistan",NA,"Ortalis superciliaris","world","web"
"15754","Angola",NA,"Ortalis superciliaris","world","web"
"15755","Anguilla",NA,"Ortalis superciliaris","world","web"
"15756","Åland Islands",NA,"Ortalis superciliaris","world","web"
"15757","Albania",NA,"Ortalis superciliaris","world","web"
"15758","Andorra",NA,"Ortalis superciliaris","world","web"
"15759","United Arab Emirates",NA,"Ortalis superciliaris","world","web"
"15760","Argentina",NA,"Ortalis superciliaris","world","web"
"15761","Armenia",NA,"Ortalis superciliaris","world","web"
"15762","American Samoa",NA,"Ortalis superciliaris","world","web"
"15763","Antarctica",NA,"Ortalis superciliaris","world","web"
"15764","French Southern Territories",NA,"Ortalis superciliaris","world","web"
"15765","Antigua & Barbuda",NA,"Ortalis superciliaris","world","web"
"15766","Australia",NA,"Ortalis superciliaris","world","web"
"15767","Austria",NA,"Ortalis superciliaris","world","web"
"15768","Azerbaijan",NA,"Ortalis superciliaris","world","web"
"15769","Burundi",NA,"Ortalis superciliaris","world","web"
"15770","Belgium",NA,"Ortalis superciliaris","world","web"
"15771","Benin",NA,"Ortalis superciliaris","world","web"
"15772","Caribbean Netherlands",NA,"Ortalis superciliaris","world","web"
"15773","Burkina Faso",NA,"Ortalis superciliaris","world","web"
"15774","Bangladesh",NA,"Ortalis superciliaris","world","web"
"15775","Bulgaria",NA,"Ortalis superciliaris","world","web"
"15776","Bahrain",NA,"Ortalis superciliaris","world","web"
"15777","Bahamas",NA,"Ortalis superciliaris","world","web"
"15778","Bosnia & Herzegovina",NA,"Ortalis superciliaris","world","web"
"15779","St. Barthélemy",NA,"Ortalis superciliaris","world","web"
"15780","Belarus",NA,"Ortalis superciliaris","world","web"
"15781","Belize",NA,"Ortalis superciliaris","world","web"
"15782","Bermuda",NA,"Ortalis superciliaris","world","web"
"15783","Bolivia",NA,"Ortalis superciliaris","world","web"
"15784","Brazil",NA,"Ortalis superciliaris","world","web"
"15785","Barbados",NA,"Ortalis superciliaris","world","web"
"15786","Brunei",NA,"Ortalis superciliaris","world","web"
"15787","Bhutan",NA,"Ortalis superciliaris","world","web"
"15788","Bouvet Island",NA,"Ortalis superciliaris","world","web"
"15789","Botswana",NA,"Ortalis superciliaris","world","web"
"15790","Central African Republic",NA,"Ortalis superciliaris","world","web"
"15791","Canada",NA,"Ortalis superciliaris","world","web"
"15792","Cocos (Keeling) Islands",NA,"Ortalis superciliaris","world","web"
"15793","Switzerland",NA,"Ortalis superciliaris","world","web"
"15794","Chile",NA,"Ortalis superciliaris","world","web"
"15795","China",NA,"Ortalis superciliaris","world","web"
"15796","Côte d’Ivoire",NA,"Ortalis superciliaris","world","web"
"15797","Cameroon",NA,"Ortalis superciliaris","world","web"
"15798","Congo - Kinshasa",NA,"Ortalis superciliaris","world","web"
"15799","Congo - Brazzaville",NA,"Ortalis superciliaris","world","web"
"15800","Cook Islands",NA,"Ortalis superciliaris","world","web"
"15801","Colombia",NA,"Ortalis superciliaris","world","web"
"15802","Comoros",NA,"Ortalis superciliaris","world","web"
"15803","Cape Verde",NA,"Ortalis superciliaris","world","web"
"15804","Costa Rica",NA,"Ortalis superciliaris","world","web"
"15805","Cuba",NA,"Ortalis superciliaris","world","web"
