Sequence,species,English.name,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,wing.lcentr,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,result.taxonid,result.category,agriculture,invasive,residential,energy,transportation,resource_use,intrusion,nat_sys_modif,pollution,geological,climate_change,other,masscentr,rangecentr,clutchcentr,clutch.size,gen.length,genlcentr
4839,Grallaria ruficapilla,Chestnut-crowned Antpitta,Grallariidae,Passeriformes,AVIBASE-F46A4E19,32,8,18,6,4,28.7,16.2,6.8,8.2,51.8,-0.14891365,97.3,5,94.4,5.1,58.1,82.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-7.48,10.91,2.11,-75.84,239637.78,22703274,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.519248908,-0.063643387,-0.30728718,2,3.6214758,-0.024499164
4840,Grallaria watkinsi,Watkins's Antpitta,Grallariidae,Passeriformes,AVIBASE-3862FDBB,6,1,4,1,4,27.1,17.1,6.5,7.9,51.9,-0.183651905,90.8,5.2,85,5.9,47.9,69.8,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Terrestrial,-4.51,-1.09,-3.36,-80.14,16613.44,22703277,NT,1,0,0,0,0,0,0,0,0,0,0,0,0.349663316,-2.732559914,-0.30728718,2,3.269536477,-0.097632507
4841,Grallaria bangsi,Santa Marta Antpitta,Grallariidae,Passeriformes,AVIBASE-66435A66,6,4,2,0,3,24.6,14.9,6.5,7.8,48,-0.191668426,89.3,7.6,82,8.5,57,62,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,10.43,11.2,10.85,-73.65,5052.52,22703271,VU,1,0,0,0,0,1,0,0,1,0,0,0,0.231163691,-3.922884792,NA,NA,3.170863709,-0.118136806
4842,Grallaria kaestneri,Cundinamarca Antpitta,Grallariidae,Passeriformes,AVIBASE-3FD0C73F,3,2,1,0,3,22.1,13.3,5.2,6,42.4,-0.226941116,82.7,6.1,76.6,7.4,51.4,47.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,4.21,4.75,4.46,-73.58,444.3,22703268,EN,1,0,0,0,0,1,0,0,0,0,0,0,-0.035240983,-6.354027189,NA,NA,2.887427906,-0.177035049
4843,Grallaria andicolus,Stripe-headed Antpitta,Grallariidae,Passeriformes,AVIBASE-821D3E2C,10,5,5,0,4,21.3,13.6,5.6,6.8,45.5,-0.172428777,92.9,10.8,82.2,11.8,45.2,56.3,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Terrestrial,-15.94,-5.78,-11.17,-75.06,41026.37,22703281,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.134723841,-1.82855689,NA,NA,3.121010188,-0.128496418
4844,Grallaria griseonucha,Grey-naped Antpitta,Grallariidae,Passeriformes,AVIBASE-FFB6037B,5,1,4,0,3,21,12,5,6.9,45.3,-0.225337812,83,8.8,74.3,10.6,36.8,44.8,Inferred,NA,YES,Body Mass,Grallaria rufocinerea,Forest,1,1,Carnivore,Invertivore,Terrestrial,7.45,9.52,8.51,-71.19,8253.14,22703320,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.093762554,-3.432178186,NA,NA,3.345534608,-0.081840019
4845,Grallaria rufocinerea,Bicolored Antpitta,Grallariidae,Passeriformes,AVIBASE-E1A86347,6,2,3,1,4,20.5,12.2,4.9,6.1,43,-0.20235712,87.3,6.3,80.4,7.3,47.3,44.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,0.47,6.42,3.21,-76.12,9572.87,22703292,VU,1,0,1,0,1,1,0,0,0,0,0,0,-0.093762554,-3.283838864,NA,NA,2.867219879,-0.181234298
4846,Grallaria ridgelyi,Jocotoco Antpitta,Grallariidae,Passeriformes,AVIBASE-6F24D8CB,2,1,1,0,1,32,20.4,9.2,12.4,68.6,0.016761109,128.3,10.7,117.8,8.3,53.6,179.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-4.95,-4.24,-4.48,-79.07,120.44,22724628,EN,1,0,0,1,1,1,0,0,0,0,0,0,1.294204514,-7.659375496,NA,NA,3.749507193,0.002105888
4847,Grallaria nuchalis,Chestnut-naped Antpitta,Grallariidae,Passeriformes,AVIBASE-CAB60F3C,14,4,4,6,6,27.9,15.9,7,9.4,57.4,-0.078902703,110.4,5.2,106.7,4.7,61.7,117,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-5.35,7.21,1.18,-77.2,63486.16,22703296,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.866203241,-1.391949991,NA,NA,3.542140843,-0.040985047
4848,Grallaria carrikeri,Pale-billed Antpitta,Grallariidae,Passeriformes,AVIBASE-18671DC1,6,2,4,0,5,25.4,15.9,7.4,10.4,59.2,-0.096004614,107.2,7.6,100.1,7.1,63.5,109.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-9.34,-5.26,-7.18,-77.3,29971.08,22703299,LC,1,0,0,0,0,1,0,1,0,0,0,0,0.796294199,-2.142539004,NA,NA,3.476720111,-0.05457954
4849,Grallaria albigula,White-throated Antpitta,Grallariidae,Passeriformes,AVIBASE-76F3ABA6,4,1,3,0,3,24.2,15.5,6.9,8.1,52.8,-0.143569303,98.3,6.2,93.3,6.1,68.2,95,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-23.9,-12.85,-18.53,-65.95,45655.48,22703302,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.657906198,-1.721648277,NA,NA,3.520515568,-0.045478801
4850,Grallaria flavotincta,Yellow-breasted Antpitta,Grallariidae,Passeriformes,AVIBASE-4C18082A,1,0,1,0,1,25.7,15.1,6.8,8.3,47.5,-0.179910862,91.5,5.9,85.6,6.4,43,63,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-0.25,6.84,3.34,-77.02,22776.33,22703305,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.247164032,-2.417050082,NA,NA,2.998841957,-0.153883098
4851,Grallaria hypoleuca,White-bellied Antpitta,Grallariidae,Passeriformes,AVIBASE-18E59ACC,12,1,9,2,4,23.6,14.3,6.4,7.8,45.6,-0.190599557,89.5,4.7,84.4,5.2,52.2,73.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-5.78,7.33,0.55,-76.64,62353.38,22703308,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.404032105,-1.40995404,NA,NA,3.311238551,-0.088966774
4852,Grallaria przewalskii,Rusty-tinged Antpitta,Grallariidae,Passeriformes,AVIBASE-98DA026C,6,2,4,0,5,23.4,13.6,5.9,7.4,48.4,-0.172963211,92.8,7.8,85.4,8.4,55.9,65.2,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Terrestrial,-8.96,-5.29,-6.94,-77.5,26356.12,22703311,VU,1,0,0,0,0,0,0,0,0,0,0,0,0.281488775,-2.271071414,NA,NA,3.167162381,-0.118905946
4853,Grallaria capitalis,Bay Antpitta,Grallariidae,Passeriformes,AVIBASE-C443FD00,5,1,4,0,4,23.5,13.8,6.4,8.4,45.5,-0.180979732,91.3,8,84.3,8.6,50.4,73.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-13.33,-8.94,-10.31,-75.4,12133.27,22703314,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.404032105,-3.046820654,NA,NA,3.260688025,-0.099471224
4854,Grallaria erythroleuca,Red-and-white Antpitta,Grallariidae,Passeriformes,AVIBASE-F50F89BE,6,3,3,0,4,25.1,13.8,6.8,8,48.8,-0.167618864,93.8,6.3,90.9,6.5,51.2,80,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-13.81,-11.26,-12.61,-72.71,32694.03,22703317,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.486055941,-2.055579428,NA,NA,3.290242214,-0.093329834
4855,Grallaria saltuensis,Perija Antpitta,Grallariidae,Passeriformes,AVIBASE-A8A394CF,3,2,1,0,0,23.9,11.6,4.8,5.2,42.8,-0.249921809,78.4,6.4,75.2,7.8,43.4,35.7,DataFromSplit,NA,YES,Beak Culmen; Kipp's Distance; Secondary1; Hand-Wing Index,Grallaria rufula,Forest,1,1,Carnivore,Invertivore,Terrestrial,9.84,10.74,10.3,-72.88,2865.4,103660400,EN,1,0,1,0,0,0,0,1,0,0,0,0,-0.320820005,-4.490063964,NA,NA,2.199462596,-0.319994928
4856,Grallaria rufula,Rufous Antpitta,Grallariidae,Passeriformes,AVIBASE-A85A5242,24,12,10,2,4,23.9,11.4,4.8,5.5,43.1,-0.240301984,80.2,6.4,75.2,7.8,41.6,35.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-17.29,11.13,-4.15,-75.06,236386.27,103660383,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.320820005,-0.077304716,-0.576336676,1,2.199462596,-0.319994928
4857,Grallaria blakei,Chestnut Antpitta,Grallariidae,Passeriformes,AVIBASE-D5DBCC9E,4,2,2,0,3,20.9,11.7,5,6,44.1,-0.234957637,81.2,6.2,75.1,7.7,41.6,42.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-13.34,-5.12,-7.65,-76.99,17886.62,22703327,NT,1,0,0,0,0,1,0,0,0,0,0,0,-0.151183608,-2.658718973,NA,NA,2.823052218,-0.190412382
4858,Grallaria quitensis,Western Tawny Antpitta,Grallariidae,Passeriformes,AVIBASE-356BAAED,21,6,14,1,4,26,15.1,6.5,7.8,47.8,-0.156395735,95.9,7.4,88.8,7.7,56,65.7,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,-5.63,5.51,0.02,-77.7,74340.84,103660417,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.289128232,-1.234111456,NA,NA,3.038074248,-0.145730589
4859,Grallaria alticola,Northern Tawny Antpitta,Grallariidae,Passeriformes,AVIBASE-0416064D,7,2,2,3,0,26,13.8,5.7,6.8,44.4,-0.200219381,87.7,7.4,88.8,7.7,51.3,65.7,DataFromSplit,NA,YES,Beak Culmen; Kipp's Distance; Secondary1; Hand-Wing Index,Grallaria quitensis,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,3.79,7.31,5.36,-73.23,37045.88,103660427,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.289128232,-1.930614776,NA,NA,2.199462596,-0.319994928
4860,Grallaria atuensis,Southern Tawny Antpitta,Grallariidae,Passeriformes,AVIBASE-4ECE7CED,0,0,0,0,0,26,15.1,6.5,7.8,47.8,-0.156395735,95.9,7.4,88.8,7.7,56,65.7,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Grallaria quitensis,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,-8.21,-6.34,-7.28,-77.56,5926.74,103660431,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.289128232,-3.763297606,NA,NA,2.199462596,-0.319994928
4861,Grallaria fenwickorum,Urrao Antpitta,Grallariidae,Passeriformes,AVIBASE-722C29AB,2,0,2,0,2,22.4,13.2,5.3,6.6,44.3,-0.174032081,92.6,7.3,85.3,7.9,59.4,55.8,Updated_literature,Dunning (2021),NO,NA,NA,NA,1,1,Carnivore,Invertivore,Terrestrial,6.28,6.74,6.54,-76.08,760.06,22736345,CR,1,0,1,1,0,1,0,1,0,0,0,0,0.125803175,-5.817129822,NA,NA,2.199462596,-0.319994928
4862,Grallaria milleri,Brown-banded Antpitta,Grallariidae,Passeriformes,AVIBASE-88C6B17B,6,2,4,0,4,20.9,12.9,6.1,6.9,44.3,-0.21144251,85.6,9.4,76.9,10.9,48.8,52.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,3.69,5.82,4.67,-75.46,12355.13,22703336,VU,1,0,1,0,0,1,0,0,0,0,0,0,0.064842476,-3.028700559,NA,NA,3.121533225,-0.12838773
4863,Grallaria erythrotis,Rufous-faced Antpitta,Grallariidae,Passeriformes,AVIBASE-723FABB7,10,2,6,2,3,23.2,13.7,5.6,7.4,50,-0.171359907,93.1,6.6,87.9,7,59.6,57,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-17.93,-14.08,-16.22,-67.16,39088.66,22703330,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.147080574,-1.876939521,-0.30728718,2,3.209605432,-0.110086238
4864,Hylopezus perspicillatus,Streak-chested Antpitta,Grallariidae,Passeriformes,AVIBASE-FC8137F0,180,68,97,15,9,19.4,12.6,5.5,5.9,34.8,-0.244043027,79.5,12.4,69.2,15.3,32.1,43,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,0.44,15.88,8.41,-79.57,279909.57,22703339,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.134770578,0.091694666,-0.30728718,2,3.667490351,-0.014937294
4865,Hylopezus macularius,Spotted Antpitta,Grallariidae,Passeriformes,AVIBASE-88C22F63,101,21,49,31,5,21.9,12.8,5.8,5.8,34.6,-0.221062335,83.8,12.1,74.8,13.9,37.3,44.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-10.66,8.63,-2.34,-58.66,3139148.52,22724505,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.107245905,2.50893495,NA,NA,3.324582168,-0.086193957
4866,Hylopezus auricularis,Masked Antpitta,Grallariidae,Passeriformes,AVIBASE-44A0A4E3,2,1,1,0,2,23.4,13.7,5.2,6.1,39.2,-0.198616077,88,8.2,79.8,9.4,38.8,40.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-11.12,-10.93,-11.03,-66.15,185.14,22728454,VU,0,0,0,0,0,0,0,1,0,0,0,0,-0.197140909,-7.229414904,NA,NA,3.624966689,-0.023773753
4867,Hylopezus dives,Thicket Antpitta,Grallariidae,Passeriformes,AVIBASE-FF02D7B1,22,3,16,3,4,20.8,12.6,5.2,5.3,36.4,-0.26595485,75.4,5.7,73.1,7.2,34.1,44,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,1.21,15.77,9.25,-81,179845.91,22729072,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.11178106,-0.350671492,NA,NA,2.97976951,-0.157846372
4868,Hylopezus fulviventris,White-lored Antpitta,Grallariidae,Passeriformes,AVIBASE-601048C6,39,9,28,2,4,22,13,5.4,6,36.1,-0.25580059,77.3,9.8,71.4,12.3,34.2,41,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-5,1.27,-2.36,-75.74,252414.72,22703343,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.182398627,-0.011698471,NA,NA,3.280204478,-0.095415685
4869,Hylopezus berlepschi,Amazonian Antpitta,Grallariidae,Passeriformes,AVIBASE-B7FFE09E,29,11,16,2,4,21.4,13.1,5.6,5.9,38.3,-0.234957637,81.2,4.9,78.5,5.8,38.2,48,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-17.37,-1.88,-9.76,-63.32,1422657.01,22703346,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.024769683,1.717509616,NA,NA,3.315956496,-0.08798638
4870,Hylopezus ochroleucus,White-browed Antpitta,Grallariidae,Passeriformes,AVIBASE-F900EC2D,9,0,8,1,1,18.2,12.4,4.5,4.6,36.1,-0.255266156,77.4,10.7,68.3,13.5,44.5,28,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Terrestrial,-15.81,-3.57,-10.23,-40.95,545906.82,22703349,NT,1,0,0,0,1,1,0,0,0,0,0,0,-0.563766184,0.759676381,NA,NA,2.998151021,-0.154026676
4871,Hylopezus nattereri,Speckle-breasted Antpitta,Grallariidae,Passeriformes,AVIBASE-8B1CD00B,11,1,10,0,5,18.6,10.7,4.2,4.5,38.7,-0.260076068,76.5,7.8,68.5,10.2,36.5,32,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-30.33,-22.03,-26.38,-51.45,493987,22703352,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.430234791,0.659737281,NA,NA,2.949614774,-0.164112556
4872,Myrmothera campanisona,Thrush-like Antpitta,Grallariidae,Passeriformes,AVIBASE-BEEF5743,130,36,77,17,6,21.2,12.1,5.4,5.8,40.4,-0.252059548,78,5.7,76.8,6.8,36,47,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-14.4,8.28,-2.56,-64.89,4560838.35,22703355,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.045823092,2.882489814,NA,NA,3.069997886,-0.139096825
4873,Myrmothera simplex,Tepui Antpitta,Grallariidae,Passeriformes,AVIBASE-FEBA3A57,25,5,18,2,3,20.1,12.6,5.1,5.7,42.7,-0.231751029,81.8,6.9,75.4,8.4,46.8,52.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,0.68,6.82,5.13,-63.43,113218.8,22703358,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.062935897,-0.813449691,-0.30728718,2,3.68716426,-0.010849036
4874,Grallaricula flavirostris,Ochre-breasted Antpitta,Grallariidae,Passeriformes,AVIBASE-051DF113,67,23,34,10,4,18.5,9.2,5.6,4.8,21.6,-0.321001624,65.1,10.6,56.3,15.9,27.2,17.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-18.04,10.49,-7.15,-73.48,208413.71,22703362,NT,1,0,0,0,0,1,0,0,0,0,0,0,-1.022406054,-0.203246826,-0.468716878,1.4,3.073514915,-0.138365983
4875,Grallaricula loricata,Scallop-breasted Antpitta,Grallariidae,Passeriformes,AVIBASE-22AAE57C,7,1,6,0,3,15.8,9.1,5.5,4.9,23.6,-0.309778496,67.2,11.2,54.8,17,32,20.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,10.01,10.68,10.33,-68.22,11269.04,22703378,NT,1,0,1,0,0,1,0,1,0,0,0,0,-0.865836994,-3.120712778,NA,NA,2.748488158,-0.205906868
4876,Grallaricula cucullata,Hooded Antpitta,Grallariidae,Passeriformes,AVIBASE-3DAB83EB,5,1,3,1,3,14.1,8.7,5,4.9,23.5,-0.313519539,66.5,7.6,58.1,11.5,32.9,19.3,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,1.31,7.85,4.24,-75.16,15456.86,22703392,VU,1,0,1,0,1,1,0,0,0,0,0,0,-0.935865598,-2.804719003,NA,NA,2.723451681,-0.211109473
4877,Grallaricula peruviana,Peruvian Antpitta,Grallariidae,Passeriformes,AVIBASE-CE799E92,4,2,2,0,3,15.7,9.2,5.3,5.1,25.3,-0.287866673,71.3,9.8,61.2,13.8,32.1,18.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.52,0.36,-3,-78.52,23119.76,22703381,NT,1,0,0,1,0,1,0,0,0,0,0,0,-0.962113824,-2.402084257,NA,NA,2.748532292,-0.205897697
4878,Grallaricula ochraceifrons,Ochre-fronted Antpitta,Grallariidae,Passeriformes,AVIBASE-7BD6E7C0,2,1,1,0,1,17.1,9.6,5.3,5.2,27.4,-0.279850152,72.8,8.6,64.2,11.5,33.5,23.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.82,-5.35,-5.59,-78.13,1217.58,22703384,EN,1,0,1,1,1,1,0,0,0,0,1,0,-0.756138076,-5.345906638,NA,NA,2.837751276,-0.187357903
4879,Grallaricula ferrugineipectus,Rusty-breasted Antpitta,Grallariidae,Passeriformes,AVIBASE-E9553357,4,3,1,0,0,15.7,9.1,5.3,4.4,21.9,-0.332759188,62.9,9.3,65.1,12.5,33.4,17.2,Dunning,NA,YES,Kipp's Distance; Secondary1; Hand-Wing Index,Grallaricula leymebambae,Forest,1,1,Carnivore,Invertivore,Insessorial,4.1,11.13,8.34,-71.28,70002.38,103660906,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.05106131,-1.294242679,-0.30728718,2,2.909512649,-0.172445818
4880,Grallaricula leymebambae,Rufous-breasted Antpitta,Grallariidae,Passeriformes,AVIBASE-53DD64DC,12,3,4,5,5,17.4,8.8,4.6,4.5,27.1,-0.275574675,73.6,9.3,65.1,12.5,39.8,17.2,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.73,0.14,-10.81,-74.56,70838.84,103660917,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.05106131,-1.282364483,NA,NA,2.534393376,-0.250395978
4881,Grallaricula cumanensis,Sucre Antpitta,Grallariidae,Passeriformes,AVIBASE-CB3D7CC3,3,3,0,0,2,16.7,9.5,5.3,5.1,24.4,-0.325277102,64.3,11.5,52.8,17.9,26.4,19.8,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,9.97,10.73,10.25,-63.59,3476.12,22736456,VU,1,0,0,0,0,0,0,0,0,0,0,0,-0.910288756,-4.296855191,NA,NA,2.534393376,-0.250395978
4882,Grallaricula nana,Slate-crowned Antpitta,Grallariidae,Passeriformes,AVIBASE-287E1DD6,36,17,15,4,5,17.1,8.8,4.8,4.5,27.8,-0.309244061,67.3,6.8,60.9,10.1,35.1,19.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-6.84,10.62,3.33,-74.12,267727.74,22724986,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.910288756,0.047198648,NA,NA,2.772905935,-0.200832829
4883,Grallaricula lineifrons,Crescent-faced Antpitta,Grallariidae,Passeriformes,AVIBASE-FA147336,8,3,5,0,1,14,8,4.8,4.4,28.1,-0.264351546,75.7,8.3,67.7,10.9,40.4,21.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.72,4.42,0.88,-77.22,14344.41,22703389,LC,1,0,0,0,0,1,0,0,0,0,0,0,-0.846697653,-2.879411601,NA,NA,2.822268533,-0.190575232
4884,Pteroptochos castaneus,Chestnut-throated Huet-huet,Rhinocryptidae,Passeriformes,AVIBASE-A52EC941,6,2,4,0,4,22.4,12.7,4.4,6.8,44.8,-0.117916437,103.1,7,94.2,7.2,87.3,160.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-37.94,-34.75,-36.38,-71.65,53074.04,22703421,LC,0,0,0,0,0,0,0,0,0,0,0,0,1.182946108,-1.571084001,-0.30728718,2,5.02447959,0.267046426
4885,Pteroptochos tarnii,Black-throated Huet-huet,Rhinocryptidae,Passeriformes,AVIBASE-FDE3FE01,11,6,5,0,4,22.4,11.7,4.9,6.2,45.4,-0.117916437,103.1,6.5,96.4,6.4,89.7,147,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-50.7,-37.16,-44.19,-72.72,275064.61,22703426,LC,0,0,0,0,0,0,0,0,0,0,0,0,1.094461893,0.074234095,-0.30728718,2,4.943992443,0.250321116
4886,Pteroptochos megapodius,Moustached Turca,Rhinocryptidae,Passeriformes,AVIBASE-8DA1575F,7,2,5,0,4,22.4,11.8,5,7.2,42.2,-0.145172607,98,4,92.8,4,79.1,114,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,-37.33,-27.42,-32.73,-71.34,111842.63,22703431,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.840227754,-0.825679126,-0.30728718,2,4.615861356,0.182135149
4887,Scelorchilus albicollis,White-throated Tapaculo,Rhinocryptidae,Passeriformes,AVIBASE-4B0B1BC4,4,2,2,0,4,20.8,12.7,4.9,5.8,35.4,-0.268092589,75,3.8,71.2,5.1,78.5,47.3,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,-35.23,-23.71,-29.33,-70.81,104257.55,22703434,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.039460398,-0.89590764,-0.199667381,2.4,3.54539216,-0.04030942
4888,Scelorchilus rubecula,Chucao Tapaculo,Rhinocryptidae,Passeriformes,AVIBASE-23178B5E,5,2,3,0,4,17.7,10.2,3.7,5.1,36.2,-0.29321102,70.3,3.8,66.3,5.4,65.8,56.7,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Terrestrial,-47.33,-33.51,-41.93,-72.26,271566.99,22703437,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.141803517,0.061436929,-0.199667381,2.4,3.754622941,0.003168945
4889,Liosceles thoracicus,Rusty-belted Tapaculo,Rhinocryptidae,Passeriformes,AVIBASE-C09A5A72,6,1,3,2,4,21.4,11.5,4.2,5.5,28.3,-0.280919022,72.6,5.8,67.2,7.8,72.4,40.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-13.94,1.5,-6.23,-68.72,2273901.19,22703446,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.19466872,2.186480301,NA,NA,3.242503335,-0.103250021
4890,Psilorhamphus guttatus,Spotted Bamboowren,Rhinocryptidae,Passeriformes,AVIBASE-24664381,6,2,3,1,4,15.9,9.6,3,3.2,25.1,-0.406511177,49.1,4.4,44.1,9,57.8,11.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-29.68,-19.46,-24.3,-48.68,410870.11,22703471,NT,1,0,1,1,1,0,0,0,0,0,0,0,-1.471167968,0.47550521,NA,NA,2.290420057,-0.301093877
4891,Acropternis orthonyx,Ocellated Tapaculo,Rhinocryptidae,Passeriformes,AVIBASE-6B6D07C9,9,2,5,2,4,22.9,10.4,4.5,6.5,36.4,-0.162274517,94.8,5.2,89.9,5.5,88.9,89.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.46,9.74,1.6,-76.74,112912,22703554,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.602727248,-0.816163166,NA,NA,3.894235927,0.032180663
4892,Rhinocrypta lanceolata,Crested Gallito,Rhinocryptidae,Passeriformes,AVIBASE-415E16C9,5,3,2,0,4,17.3,9.8,4.4,4.9,30.2,-0.231216594,81.9,5.8,76.2,6.9,81.4,61.9,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,-41.17,-18.67,-30.74,-64.42,1006274.62,22703440,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.229549486,1.371238375,-0.388002029,1.7,3.921837975,0.037916396
