"","X","Sequence","species","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","instrusion","nat_sys_modif","pollution","geological","climate_change","other","logmass","logrange"
"1815",1868,9105,"Eumyias albicaudatus","Muscicapidae","Passeriformes","AVIBASE-52FED114",5,2,3,0,4,12.9,7.3,4.2,3.6,18,75.4,10.9,62.8,14.8,66.8,16.4,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",8.36,14.08,11.46,76.35,32809.71,22709449,1,0,1,0,1,0,1,1,0,0,0,0,0,0,2.79728133483015,10.3984797871474
"1816",1869,9108,"Eumyias sordidus","Muscicapidae","Passeriformes","AVIBASE-75A6445E",5,2,3,0,4,15.3,8.4,4.8,3.6,16.7,75.7,11.9,62.9,15.9,61,25.1,"EltonTraits_Model",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",6.34,7.61,6.97,80.76,5844.08,22709433,2,0,1,0,1,0,0,1,0,1,0,0,0,0,3.22286784613774,8.67318446203083
"1817",1870,9273,"Ficedula basilanica","Muscicapidae","Passeriformes","AVIBASE-F5DB600C",2,1,1,0,2,13.1,8.1,3.8,3.6,19.5,62,8.1,53.9,13.1,38,13.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Generalist",5.56,12.59,8.33,124.83,116046.89,22709373,3,1,1,0,1,1,0,1,0,0,0,0,0,0,2.60268968544438,11.6617496125499
"1818",1871,9276,"Ficedula bonthaina","Muscicapidae","Passeriformes","AVIBASE-42C56290",2,0,2,0,2,10.6,7.6,3.5,3.4,19.6,59.2,12,47.2,20.4,42.5,12.1,"Inferred",NA,"YES","Body Mass","Ficedula platenae","Forest",1,1,"Carnivore","Invertivore","Insessorial",-5.46,-4.99,-5.26,119.92,819.18,22709399,4,1,1,0,1,0,0,1,0,0,0,0,1,0,2.4932054526027,6.70830383992472
"1819",1872,9280,"Ficedula disposita","Muscicapidae","Passeriformes","AVIBASE-ADF166DE",1,1,0,0,1,11.9,7,3.5,3.2,17.3,54.5,7.6,46.9,13.9,41.5,12.1,"Inferred",NA,"YES","Body Mass","Ficedula platenae","Forest",1,1,"Carnivore","Invertivore","Insessorial",14.38,17.72,15.59,121.09,12034.25,22709394,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2.4932054526027,9.39551203003684
"1820",1873,9278,"Ficedula dumetoria","Muscicapidae","Passeriformes","AVIBASE-EE4C2320",7,2,3,2,5,13.2,8.1,4.4,3.4,16.4,59.4,10.3,49.5,17.2,39.8,9.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-8.97,10.09,1.73,110.46,377877.31,103771653,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2.24070968927596,12.8423248451957
"1821",1874,9268,"Ficedula henrici","Muscicapidae","Passeriformes","AVIBASE-C219B576",2,0,2,0,2,13.6,7.4,3.8,3.3,20.9,64,12.4,51.7,19.3,48,14.5,"Inferred",NA,"YES","Body Mass","Ficedula buruensis","Forest",1,1,"Carnivore","Invertivore","Insessorial",-7.22,-7.07,-7.14,128.61,196.38,22709376,2,0,1,1,0,0,0,1,0,0,0,1,0,0,2.67414864942653,5.28005155774114
"1822",1875,9266,"Ficedula hypoleuca","Muscicapidae","Passeriformes","AVIBASE-66F7EC4B",23,9,14,0,8,12.8,6.5,4.1,3.2,17.6,79.3,24.2,55.3,30.4,52.1,13.8,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Insessorial",30.63,70.72,57.07,38.09,7339714.14,22709308,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.62466859216316,15.8088104543282
"1823",1876,9277,"Ficedula nigrorufa","Muscicapidae","Passeriformes","AVIBASE-47C88B19",4,2,2,0,4,11.6,6.7,3.8,3.1,18,59.1,9.1,50,15.4,48,9.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Generalist",8.34,12.91,10.87,76.65,21353.52,22709415,1,0,1,0,0,0,1,1,0,1,0,0,1,0,2.24070968927596,9.96897187626139
"1824",1877,9281,"Ficedula platenae","Muscicapidae","Passeriformes","AVIBASE-C7896162",4,1,2,1,4,13.8,8,4.1,3.7,19.2,61.2,8.3,53,13.5,41.8,12.1,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",8.33,11.43,9.73,118.56,11490.79,22709386,3,1,0,0,0,1,0,1,0,0,0,0,0,0,2.4932054526027,9.34930112391877
"1825",1878,9279,"Ficedula riedeli","Muscicapidae","Passeriformes","AVIBASE-4BA2D4EE",1,0,1,0,1,15.6,8.4,4.1,3.8,19.5,66,12.2,53.8,18.5,60,9.4,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-7.88,-7.12,-7.58,131.47,761.62,103771748,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2.24070968927596,6.63544774363656
"1826",1879,9269,"Ficedula rufigula","Muscicapidae","Passeriformes","AVIBASE-0DBEE836",4,1,3,0,4,14.1,8.8,4.2,3.7,16.5,61,12,49,19.8,44,11.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-5.7,1.4,-1.74,121.2,114166.09,22709367,2,0,1,0,0,0,0,1,0,1,0,0,0,0,2.45100509811232,11.6454095969087
"1827",1880,9265,"Ficedula semitorquata","Muscicapidae","Passeriformes","AVIBASE-BE56C141",5,2,3,0,4,11.8,6,3.6,3.3,16.9,80.8,23.1,56.9,28.9,53,14.4,"Dunning",NA,"NO",NA,NA,"Woodland",2,3,"Carnivore","Invertivore","Insessorial",34.4,45.05,40.42,38.98,613104.55,22709319,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2.66722820658195,13.3262907550248
"1828",1881,9264,"Ficedula subrubra","Muscicapidae","Passeriformes","AVIBASE-BFB564AA",5,2,3,0,4,12,6.5,3.4,3,16.9,66.4,13.8,51.9,21,50.8,10.4,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Carnivore","Invertivore","Insessorial",33.26,34.03,33.6,74.76,8323.65,22709346,3,1,1,0,0,0,0,1,0,0,0,0,0,0,2.34180580614733,9.02685613953678
"1829",1882,9272,"Ficedula timorensis","Muscicapidae","Passeriformes","AVIBASE-02C91A31",4,2,2,0,4,13.2,7.8,3.7,3.2,20.2,62.2,10.6,51.6,17,51,12.1,"Inferred",NA,"YES","Body Mass","Ficedula platenae","Forest",2,1,"Carnivore","Invertivore","Insessorial",-9.99,-8.33,-9.16,125.15,5830.43,22709419,2,0,1,0,0,0,0,1,0,1,0,0,0,0,2.4932054526027,8.67084603305691
"1830",1883,9082,"Fraseria lendu","Muscicapidae","Passeriformes","AVIBASE-84E4178E",2,0,2,0,2,12.9,7.2,3.7,3.9,16.6,77.2,14.4,62.8,18.6,63,17.7,"EltonTraits_Model",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-4.6,2.68,-1.44,29.17,37404.93,22709249,3,1,1,0,0,0,0,1,0,1,0,0,1,0,2.87356463957978,10.5295577928972
"1831",1884,9080,"Fraseria tessmanni","Muscicapidae","Passeriformes","AVIBASE-6A0D9212",4,1,2,1,4,14.4,8.3,4.6,4.9,17.2,74.2,11,63.2,14.8,57.2,17.7,"Inferred",NA,"YES","Body Mass","Fraseria lendu","Shrubland",1,1,"Carnivore","Invertivore","Insessorial",-5.69,7.85,4.02,8.98,202676.5,22709276,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2.87356463957978,12.21936639084
"1832",1885,9188,"Heinrichia calligyna","Muscicapidae","Passeriformes","AVIBASE-FFC22757",2,0,2,0,2,18.6,9.8,4.2,4.5,34.4,86.2,13.2,73.1,15.4,76.7,26.8,"Inferred",NA,"YES","Body Mass","Myiomela leucura","Forest",1,1,"Carnivore","Invertivore","Terrestrial",-3.86,-0.97,-2.24,120.2,12550.68,103866279,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.28840188751681,9.437530126359
"1833",1886,9187,"Heinrichia simplex","Muscicapidae","Passeriformes","AVIBASE-E6265029",1,1,0,0,0,19,10.6,5,5,34.4,78,13,65,16.7,69,26.8,"Inferred",NA,"YES","Tarsus Length; Body Mass","Heinrichia calligyna","Forest",1,1,"Carnivore","Invertivore","Terrestrial",0.63,1.11,0.83,121.28,769.21,103866352,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3.28840188751681,6.64536401415014
"1834",1887,9083,"Humblotia flavirostris","Muscicapidae","Passeriformes","AVIBASE-D6E30413",4,2,2,0,4,11.6,6.2,4.5,3.2,17.8,69,12.8,56.2,18.5,50.8,15.9,"Inferred",NA,"YES","Body Mass","Muscicapa striata","Forest",1,1,"Carnivore","Invertivore","Insessorial",-11.84,-11.64,-11.75,43.35,197.41,22709303,4,1,1,1,0,0,1,1,0,1,0,0,1,0,2.76631910922619,5.28528278427758
"1835",1888,9050,"Kittacincla albiventris","Muscicapidae","Passeriformes","AVIBASE-D5038426",4,2,2,0,4,19.2,11.4,4.1,4.7,25.7,87.2,14.7,72.6,16.7,107,29.2,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",10.51,13.57,12.3,92.77,5202.95,103894787,1,0,1,0,1,0,0,1,0,0,0,0,0,0,3.37416870927424,8.55698105140365
"1836",1889,9052,"Kittacincla cebuensis","Muscicapidae","Passeriformes","AVIBASE-93B8CF8F",2,1,1,0,2,17.8,11.6,4,5.1,25.5,88.3,13.4,74.9,15.1,88.2,28.5,"Inferred",NA,"YES","Body Mass","Kittacincla nigra","Forest",1,1,"Carnivore","Invertivore","Generalist",9.41,11.28,10.31,123.72,4442.73,22710009,4,1,1,0,1,1,0,1,1,0,0,0,0,0,3.3499040872746,8.39902433133918
"1837",1890,9049,"Kittacincla malabarica","Muscicapidae","Passeriformes","AVIBASE-E5ABD6CB",22,5,13,4,12,20.7,12.8,4.6,5.4,27,95.6,16.8,78.8,17.7,121.8,29.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-8.78,30.6,13.24,98.35,4340999.43,103894856,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.37416870927424,15.2836151629756
"1838",1891,9210,"Larvivora komadori","Muscicapidae","Passeriformes","AVIBASE-69346554",1,0,1,0,0,17.5,9.4,3.2,4.3,26.5,70,14,59,19.1,54,23.9,"Dunning",NA,"YES","Beak Nares; Kipp's Distance; Secondary1; Hand-Wing Index","Larvivora namiyei","Forest",1,1,"Carnivore","Omnivore","Terrestrial",27.32,32.06,29.19,129.91,2194.46,103767667,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3.17387845893747,7.69369128157552
"1839",1892,9211,"Larvivora namiyei","Muscicapidae","Passeriformes","AVIBASE-742C395C",4,1,3,0,4,15.6,9.4,3.4,3.9,25.6,73,14,59,19.1,48,23.9,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Omnivore","Terrestrial",26.07,26.87,26.49,127.95,1284.04,103767739,2,0,0,1,1,0,1,1,0,1,0,0,0,0,3.17387845893747,7.15776663641265
"1840",1893,9204,"Larvivora ruficeps","Muscicapidae","Passeriformes","AVIBASE-5C44B7AF",1,0,1,0,1,13.8,7.5,3.2,3.8,26.8,77,18.6,58.4,24.2,53,18,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Carnivore","Invertivore","Terrestrial",32.45,34.81,33.71,105.34,46541.6,22709711,4,1,1,0,0,0,0,1,0,1,0,0,1,0,2.89037175789616,10.7481018152941
"1841",1894,9209,"Larvivora tanensis","Muscicapidae","Passeriformes","AVIBASE-20940C94",0,0,0,0,0,14.9,8.2,3.2,3.8,27.7,71.1,17.6,53.3,24.8,53,17,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Larvivora akahige","Forest",1,1,"Carnivore","Invertivore","Terrestrial",32.44,34.8,34.04,139.51,301.84,103767625,3,1,1,1,1,0,1,0,0,0,0,1,0,0,2.83321334405622,5.70989707565605
"1842",1895,9091,"Melaenornis annamarulae","Muscicapidae","Passeriformes","AVIBASE-A920880B",4,2,2,0,4,16.5,8.9,4.7,4.9,21.8,101.5,21.2,80.2,20.9,80.8,39.9,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",4.63,8.68,6.65,-7.43,132494.24,22709095,3,1,1,0,0,1,0,1,0,0,0,0,0,0,3.68637632389582,11.7942944517654
"1843",1896,9085,"Melaenornis herero","Muscicapidae","Passeriformes","AVIBASE-D17B7DA0",4,2,2,0,4,17.7,10.1,3.9,4.3,22.9,88.5,16,72.5,18.1,69.5,27.2,"Dunning",NA,"NO",NA,NA,"Shrubland",3,1,"Carnivore","Invertivore","Insessorial",-25.41,-16.01,-20.2,14.62,174435.57,22709974,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.30321697330195,12.0693107260828
"1844",1897,9302,"Monticola erythronotus","Muscicapidae","Passeriformes","AVIBASE-6BE53CFC",5,2,3,0,4,18.7,10,4.2,4.8,25.8,78.4,11.4,66.9,14.5,62.8,28.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-12.71,-12.44,-12.57,49.17,377.22,22730713,4,1,1,0,0,0,0,1,0,0,0,0,1,0,3.34286180464919,5.93282857162303
"1845",1898,9300,"Monticola explorator","Muscicapidae","Passeriformes","AVIBASE-CCC257D0",10,5,5,0,4,23,13.2,4.6,5.1,32.8,100.1,25.1,75,25,61,44.4,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Grassland",3,1,"Omnivore","Invertivore","Generalist",-34.84,-24.68,-30.05,26.93,368644.24,22708233,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3.79323946943818,12.8175873387196
"1846",1899,9309,"Monticola rupestris","Muscicapidae","Passeriformes","AVIBASE-22E11A7D",9,4,5,0,4,27.2,15.5,5.3,6.2,30.4,112.1,24.8,86.9,22.2,77.7,61.4,"Dunning",NA,"NO",NA,NA,"Shrubland",3,1,"Omnivore","Omnivore","Generalist",-34.84,-22.63,-29.14,27.6,557569.05,22708227,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.1174098351531,13.2313416311491
"1847",1900,9303,"Monticola sharpei","Muscicapidae","Passeriformes","AVIBASE-F4CD196E",7,3,4,0,5,18.1,10.3,4.1,4.6,24.3,75.5,14.1,61.6,18.5,58,24.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-25.07,-13.26,-19.25,47.26,242865.01,22708202,1,0,1,0,0,1,0,1,0,1,0,0,0,0,3.21084365317094,12.4002610535641
"1848",1901,9058,"Muscicapa randi","Muscicapidae","Passeriformes","AVIBASE-71563862",1,1,0,0,1,13.3,7.4,4.2,3.6,12.5,65.5,14,51.5,21.4,52,20.1,"EltonTraits_Model",NA,"NO",NA,NA,"Forest",1,2,"Carnivore","Invertivore","Insessorial",9.11,18.65,15.95,121.42,105159.84,22709211,3,1,1,0,0,0,1,1,0,0,0,0,0,0,3.00071981506503,11.5632367573516
"1849",1902,9059,"Muscicapa segregata","Muscicapidae","Passeriformes","AVIBASE-C8814B4A",2,1,0,1,2,13.6,8.8,4.6,3.8,13.8,65,12.8,52.1,19.8,51.2,9.8,"Inferred",NA,"YES","Body Mass","Muscicapa dauurica","Forest",1,1,"Carnivore","Invertivore","Insessorial",-10.32,-9.28,-9.76,119.95,10704.53,22709214,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2.28238238567653,9.27842229534252
"1850",1903,9239,"Myophonus blighi","Muscicapidae","Passeriformes","AVIBASE-F7B59EF7",4,2,1,1,4,24.4,14.2,5.3,6.6,34.4,99.8,10.1,89.7,10.1,74,66.6,"Inferred",NA,"YES","Body Mass","Myophonus melanurus","Forest",1,1,"Carnivore","Invertivore","Terrestrial",6.6,7.61,6.97,80.79,3066.03,22708292,4,1,1,0,0,1,0,1,1,0,1,0,1,0,4.19870457754634,8.0281388441197
"1851",1904,9242,"Myophonus castaneus","Muscicapidae","Passeriformes","AVIBASE-0652AFB0",5,1,3,1,4,28.1,14.8,6.3,8.4,43.1,137.4,21.8,111.7,16.3,86.2,89.7,"EltonTraits_Model",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Omnivore","Insessorial",-5.29,5.02,0.46,99.95,93269.9,22732967,2,0,1,0,0,0,0,1,0,0,0,0,0,0,4.49647076906475,11.4432527195642
"1852",1905,9244,"Myophonus robinsoni","Muscicapidae","Passeriformes","AVIBASE-8B409B52",4,0,4,0,4,29.4,16.9,5.9,8.7,44.4,140.2,19.6,120.6,14,95,99.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",3.12,4.71,4.08,101.57,4373.93,22708313,2,0,1,0,1,0,1,0,0,0,1,0,1,0,4.59713801429083,8.38341719745067
"1853",1906,9334,"Oenanthe oenanthe","Muscicapidae","Passeriformes","AVIBASE-DF526047",29,13,16,0,4,17.9,9.9,3.7,3.7,27.3,95.1,30.5,64.6,32.1,56.7,25.4,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Invertivore","Insessorial",28.01,81.4,56.46,53.12,29248291.46,103773898,1,0,1,0,1,0,0,1,0,0,0,0,1,0,3.23474917402449,17.1913317183122
"1854",1907,9282,"Phoenicurus alaschanicus","Muscicapidae","Passeriformes","AVIBASE-40DEDD83",4,2,2,0,4,15,8.3,3.4,3.5,22.5,89.6,16.7,72.9,18.6,81,16.8,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Shrubland",2,3,"Carnivore","Invertivore","Insessorial",33.24,39.89,37.13,100.51,682662.11,22710030,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2.82137888640921,13.4337553016465
"1855",1908,9289,"Phoenicurus bicolor","Muscicapidae","Passeriformes","AVIBASE-4DB42DF9",4,2,2,0,4,13.3,7.8,3.1,3.8,24.4,69.2,14.6,54.6,21,57.2,23,"Dunning",NA,"NO",NA,NA,"Riverine",3,1,"Carnivore","Aquatic predator","Terrestrial",12.73,18.6,16.97,121.24,29094.74,22710101,2,0,1,0,0,1,0,1,0,0,1,0,0,0,3.13549421592915,10.2783126808075
"1856",1909,9318,"Saxicola dacotiae","Muscicapidae","Passeriformes","AVIBASE-FEA56E91",10,5,5,0,5,15.7,9.2,3.6,3.3,22,60.8,10.5,50.5,17.1,46,12.2,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",28.06,28.71,28.4,-14.03,1260.31,22710177,2,0,1,1,1,1,0,0,1,0,0,0,0,0,2.50143595173921,7.13911300143071
"1857",1910,9312,"Saxicola gutturalis","Muscicapidae","Passeriformes","AVIBASE-FC6AF842",5,2,3,0,4,14.6,9.2,3.4,4.1,24.4,71.4,11.4,59.1,16.2,67.8,15.3,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-11,-8.33,-9.32,125.01,30091.32,22710226,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2.72785282839839,10.3119920370567
"1858",1911,9315,"Saxicola insignis","Muscicapidae","Passeriformes","AVIBASE-8C0E2D62",8,4,4,0,4,16.5,9.7,3.7,3.9,25.6,87.9,21,66.9,23.9,57.8,15.3,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Grassland",2,3,"Carnivore","Invertivore","Insessorial",45.71,50.05,47.75,94.86,229113.44,22710172,3,1,1,0,0,0,0,1,0,1,0,0,1,0,2.72785282839839,12.3419725310596
"1859",1912,9314,"Saxicola macrorhynchus","Muscicapidae","Passeriformes","AVIBASE-BB5C7A45",9,4,5,0,4,15.1,9.3,3.3,3.3,23.5,75.1,15.3,60.2,20.4,54.6,15.3,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Shrubland",2,2,"Carnivore","Invertivore","Insessorial",25.13,28.83,26.9,72.23,90095.29,22710160,3,1,1,0,0,0,0,0,0,1,1,0,0,0,2.72785282839839,11.4086231669803
"1860",1913,9319,"Saxicola torquatus","Muscicapidae","Passeriformes","AVIBASE-F5463F0D",58,28,30,0,16,15.3,7.9,3.5,3.4,21.9,67.3,14,53.3,20.8,48.3,14.1,"Dunning",NA,"NO",NA,NA,"Shrubland",3,2,"Carnivore","Invertivore","Insessorial",-34.84,69.66,42.7,78.19,32655980.34,22710184,1,0,1,0,0,0,0,0,1,1,0,0,1,0,2.64617479738412,17.3015385619983
"1861",1914,9178,"Sheppardia aurantiithorax","Muscicapidae","Passeriformes","AVIBASE-CDFAB323",4,1,3,0,0,14.2,7.8,4.5,3.6,29,73.5,10.2,63.2,14.2,52.9,18.4,"Inferred",NA,"YES","Beak Nares; Body Mass","Sheppardia cyornithopsis","Forest",1,1,"Carnivore","Invertivore","Insessorial",-7.21,-6.3,-6.81,36.58,552.41,22735022,4,1,1,0,0,0,0,1,0,0,0,0,0,0,2.91235066461494,6.31429052419532
"1862",1915,9179,"Sheppardia gabela","Muscicapidae","Passeriformes","AVIBASE-F82D1379",1,0,1,0,1,12.6,7.1,4,3.3,20.9,65.5,10.5,55,16,52,11,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-11.42,-10.85,-11.13,14.33,958.02,22709655,4,1,1,0,0,0,1,1,0,0,0,0,1,0,2.39789527279837,6.86486865457966
"1863",1916,9182,"Sheppardia gunningi","Muscicapidae","Passeriformes","AVIBASE-3E4783BA",7,1,3,3,5,14.2,7.8,3.9,3.7,22.5,67.1,11.3,55,17.1,50.7,17.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-19.49,-1.59,-9.72,37.25,58081.47,22709650,2,0,1,1,0,0,0,1,0,0,0,0,0,0,2.85070650150373,10.9696019590957
"1864",1917,9177,"Sheppardia lowei","Muscicapidae","Passeriformes","AVIBASE-44A7DA22",5,2,3,0,4,14.9,8.1,3.8,4,29.6,69.3,8.4,60.2,12.2,56.6,18.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-9.79,-6.29,-8.52,35.66,6701.62,22709667,3,1,1,0,0,0,0,1,0,0,0,0,1,0,2.91235066461494,8.81010456719709
"1865",1918,9176,"Sheppardia montana","Muscicapidae","Passeriformes","AVIBASE-F6E72DBC",18,2,3,13,17,15.5,8,3.8,3.9,29.7,73.8,9.9,63.8,13.4,55,21.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-4.91,-4.45,-4.7,38.33,929.87,22709659,4,1,1,0,0,0,0,1,0,1,0,0,1,0,3.08190996979504,6.83504479143024
"1866",1919,9095,"Sholicola albiventris","Muscicapidae","Passeriformes","AVIBASE-76F3C885",5,2,3,0,4,16.7,9.2,3.8,3.8,27.6,75.2,8.6,67.4,11.2,63.7,38.5,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Riverine",2,1,"Carnivore","Invertivore","Generalist",8.43,10.43,9.86,77.25,1353.1,22735423,3,1,1,0,1,0,1,1,0,1,0,0,1,0,3.65065824129374,7.2101535352696
"1867",1920,9094,"Sholicola major","Muscicapidae","Passeriformes","AVIBASE-26F04AA3",5,2,3,0,4,16.8,9.3,4.1,4.1,26.1,76.8,9.5,67.5,12.3,63.2,38.5,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Generalist",10.89,13.58,11.87,76.27,1160.85,22735416,4,1,1,0,1,0,1,1,0,1,0,0,1,0,3.65065824129374,7.05690777438458
"1868",1921,9170,"Stiphrornis erythrothorax","Muscicapidae","Passeriformes","AVIBASE-3B8664BB",54,5,13,36,14,14.3,8.5,3.5,3.7,22.4,63.9,7.2,56.2,11.2,34.3,15.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Generalist",-1.15,9.85,5.79,0.69,797767.7,103763077,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.74727091425549,13.5895727312964
"1869",1922,9172,"Stiphrornis pyrrholaemus","Muscicapidae","Passeriformes","AVIBASE-E3760281",1,0,1,0,1,15.3,8.4,3.8,3.9,24.2,69,7.3,61.8,10.6,48,15.6,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Generalist",-4.95,1.61,-2.33,10.99,97383.54,22735640,2,0,0,0,0,1,1,1,0,0,0,0,0,0,2.74727091425549,11.4864124815097
"1870",1923,9171,"Stiphrornis xanthogaster","Muscicapidae","Passeriformes","AVIBASE-8952E1A8",8,4,4,0,8,13.6,8.2,3.1,3.6,22,61.2,5.7,55.5,9.3,34.9,15.6,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Generalist",-4.05,4.75,0.74,22.8,1407884.15,103762997,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.74727091425549,14.1575985324854
"1871",1924,9157,"Swynnertonia swynnertoni","Muscicapidae","Passeriformes","AVIBASE-3622BD28",5,2,3,0,4,15.1,8.4,3.3,3.4,25.1,69.2,10.3,57.9,15.1,50.4,16,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-20.44,-4.83,-11.39,35.39,7065.43,22709616,3,1,1,1,0,1,0,1,0,1,0,0,1,0,2.77258872223978,8.86296915667771
"1872",1925,9229,"Tarsiger johnstoniae","Muscicapidae","Passeriformes","AVIBASE-55B75532",4,2,2,0,4,13.4,7.2,3,3,26.4,73.5,13.3,60.2,18.1,60,10.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",22.24,24.95,23.71,121.1,23533.29,22709753,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.35137525716348,10.0661712934518
"1873",1926,9046,"Trichixos pyrropygus","Muscicapidae","Passeriformes","AVIBASE-E22B9F79",5,2,3,0,4,23.7,16.1,6.2,7.3,28.1,98.2,13.8,82.2,14.3,83.6,40.9,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Generalist",-6.17,7.1,0.86,108.54,1050012.65,22710012,2,0,1,0,0,0,0,1,0,0,0,0,0,0,3.71113006304876,13.8643127696802
"1874",1927,9030,"Tychaedon coryphoeus","Muscicapidae","Passeriformes","AVIBASE-B796DBCB",4,2,2,0,4,15.6,9.6,3.2,3.5,28.6,73.4,6.6,66.8,9,71.8,20.4,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Carnivore","Invertivore","Terrestrial",-34.84,-21.66,-29.37,21.13,875738.69,22709958,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.01553490085017,13.6828230263317
