"","species","agriculture","invasive","residential","energy","transportation","resource_use","instrusion","nat_sys_modif","pollution","geological","climate_change","other"
"6949","Oxypogon cyanolaemus","1","0","0","0","0","1","0","0","0","0","0","0"
"6950","Oxypogon guerinii","0","0","0","0","0","0","0","0","0","0","0","0"
"6951","Oxypogon lindenii","0","0","0","0","0","0","0","0","0","0","0","0"
"6952","Oxypogon stuebelii","1","0","0","0","0","0","0","1","0","0","0","0"
"6953","Oxyruncus cristatus","0","0","0","0","0","0","0","0","0","0","0","0"
"6954","Oxyura australis","0","1","0","0","0","1","0","1","0","0","1","0"
"6955","Oxyura ferruginea","0","0","0","0","0","0","0","0","0","0","0","0"
"6956","Oxyura jamaicensis","0","0","0","0","0","0","0","0","0","0","0","0"
"6957","Oxyura leucocephala","1","1","0","0","0","1","0","1","1","0","1","0"
"6958","Oxyura maccoa","1","1","0","0","0","1","0","0","1","0","0","0"
"6959","Oxyura vittata","0","0","0","0","0","0","0","0","0","0","0","0"
"6960","Pachycare flavogriseum","0","0","0","0","0","0","0","0","0","0","0","0"
"6961","Pachycephala albiventris","0","0","0","0","0","0","0","0","0","0","0","0"
"6962","Pachycephala arctitorquis","0","0","0","0","0","0","0","0","0","0","0","0"
"6963","Pachycephala aurea","0","0","0","0","0","0","0","0","0","0","0","0"
"6964","Pachycephala caledonica","0","0","0","0","0","0","0","0","0","0","0","0"
"6965","Pachycephala cinerea","0","0","0","0","0","0","0","0","0","0","0","0"
"6966","Pachycephala feminina","0","0","0","0","0","1","0","0","0","0","1","0"
"6967","Pachycephala flavifrons","0","0","0","0","0","0","0","0","0","0","0","0"
"6968","Pachycephala fulvotincta","0","0","0","0","0","0","0","0","0","0","1","0"
"6969","Pachycephala griseiceps","0","0","0","0","0","0","0","0","0","0","0","0"
"6970","Pachycephala griseonota","0","0","0","0","0","0","0","0","0","0","0","0"
"6971","Pachycephala homeyeri","0","0","0","0","0","0","0","0","0","0","0","0"
"6972","Pachycephala hyperythra","0","0","0","0","0","0","0","0","0","0","0","0"
"6973","Pachycephala hypoxantha","0","0","0","0","0","0","0","0","0","0","0","0"
"6974","Pachycephala implicata","0","0","0","0","0","0","0","0","0","0","1","0"
"6975","Pachycephala inornata","0","0","0","0","0","0","0","0","0","0","0","0"
"6976","Pachycephala jacquinoti","1","1","0","0","0","1","0","0","0","0","0","0"
"6977","Pachycephala lanioides","0","0","0","0","0","0","0","0","0","0","0","0"
"6978","Pachycephala leucogastra","0","0","0","0","0","0","0","0","0","0","0","0"
"6979","Pachycephala lorentzi","0","0","0","0","0","0","0","0","0","0","0","0"
"6980","Pachycephala melanura","0","0","0","0","0","0","0","0","0","0","0","0"
"6981","Pachycephala mentalis","0","0","0","0","0","0","0","0","0","0","1","0"
"6982","Pachycephala meyeri","0","0","0","0","0","0","0","0","0","0","0","0"
"6983","Pachycephala modesta","0","0","0","0","0","0","0","0","0","0","0","0"
"6984","Pachycephala monacha","0","0","0","0","0","0","0","0","0","0","0","0"
"6985","Pachycephala nudigula","0","0","0","0","0","0","0","0","0","0","0","0"
"6986","Pachycephala olivacea","0","0","0","0","0","0","0","0","0","0","1","0"
"6987","Pachycephala orioloides","0","0","0","0","0","0","0","0","0","0","1","0"
"6988","Pachycephala orpheus","0","0","0","0","0","0","0","0","0","0","0","0"
"6989","Pachycephala par","0","0","0","0","0","0","0","0","0","0","1","0"
"6990","Pachycephala pectoralis","0","0","0","0","0","0","0","0","0","0","1","0"
"6991","Pachycephala phaionota","0","0","0","0","0","0","0","0","0","0","0","0"
"6992","Pachycephala philippinensis","0","0","0","0","0","0","0","0","0","0","0","0"
"6993","Pachycephala richardsi","0","0","0","0","0","0","0","0","0","0","1","0"
"6994","Pachycephala rufiventris","0","0","0","0","0","0","0","0","0","0","0","0"
"6995","Pachycephala rufogularis","1","1","0","0","0","1","0","1","0","0","1","0"
"6996","Pachycephala schlegelii","0","0","0","0","0","0","0","0","0","0","0","0"
"6997","Pachycephala simplex","0","0","0","0","0","0","0","0","0","0","0","0"
"6998","Pachycephala soror","0","0","0","0","0","0","0","0","0","0","0","0"
"6999","Pachycephala sulfuriventer","0","0","0","0","0","0","0","0","0","0","0","0"
"7000","Pachycephala tenebrosa","0","0","0","0","0","0","0","0","0","0","1","0"
"7001","Pachycephala teysmanni","0","0","0","0","0","0","0","0","0","0","1","0"
"7002","Pachycephala vitiensis","0","0","0","0","0","0","0","0","0","0","1","0"
"7003","Pachycephalopsis hattamensis","0","0","0","0","0","0","0","0","0","0","0","0"
"7004","Pachycephalopsis poliosoma","0","0","0","0","0","0","0","0","0","0","0","0"
"7005","Pachycoccyx audeberti","0","0","0","0","0","0","0","0","0","0","0","0"
"7006","Pachyptila belcheri","0","1","0","0","0","0","0","0","0","0","0","0"
"7007","Pachyptila crassirostris","0","1","0","0","0","0","0","0","0","0","0","0"
"7008","Pachyptila desolata","0","1","0","0","0","0","0","0","0","0","0","0"
"7009","Pachyptila macgillivrayi","0","1","0","0","0","0","0","0","0","0","0","0"
"7010","Pachyptila salvini","0","1","0","0","0","0","0","0","0","0","0","0"
"7011","Pachyptila turtur","0","1","0","0","0","0","0","0","0","0","0","0"
"7012","Pachyptila vittata","0","1","0","0","0","0","0","0","0","0","1","0"
"7013","Pachyramphus aglaiae","0","0","0","0","0","0","0","0","0","0","0","0"
"7014","Pachyramphus albogriseus","0","0","0","0","0","0","0","0","0","0","0","0"
"7015","Pachyramphus castaneus","0","0","0","0","0","0","0","0","0","0","0","0"
"7016","Pachyramphus cinnamomeus","0","0","0","0","0","0","0","0","0","0","0","0"
"7017","Pachyramphus griseigularis","0","0","0","0","0","0","0","0","0","0","0","0"
"7018","Pachyramphus homochrous","0","0","0","0","0","0","0","0","0","0","0","0"
"7019","Pachyramphus major","0","0","0","0","0","0","0","0","0","0","0","0"
"7020","Pachyramphus marginatus","0","0","0","0","0","0","0","0","0","0","0","0"
"7021","Pachyramphus minor","0","0","0","0","0","0","0","0","0","0","0","0"
"7022","Pachyramphus niger","0","0","0","0","0","0","0","0","0","0","0","0"
"7023","Pachyramphus polychopterus","0","0","0","0","0","0","0","0","0","0","0","0"
"7024","Pachyramphus rufus","0","0","0","0","0","0","0","0","0","0","0","0"
"7025","Pachyramphus spodiurus","1","0","0","0","0","1","0","0","1","1","0","0"
"7026","Pachyramphus surinamus","0","0","0","0","0","0","0","0","0","0","0","0"
"7027","Pachyramphus uropygialis","0","0","0","0","0","0","0","0","0","0","0","0"
"7028","Pachyramphus validus","0","0","0","0","0","0","0","0","0","0","0","0"
"7029","Pachyramphus versicolor","0","0","0","0","0","0","0","0","0","0","0","0"
"7030","Pachyramphus viridis","0","0","0","0","0","0","0","0","0","0","0","0"
"7031","Pachyramphus xanthogenys","0","0","0","0","0","0","0","0","0","0","0","0"
"7032","Pachysylvia aurantiifrons","0","0","0","0","0","0","0","0","0","0","0","0"
"7033","Pachysylvia decurtata","0","0","0","0","0","0","0","0","0","0","0","0"
"7034","Pachysylvia hypochrysea","0","0","0","0","0","0","0","0","0","0","0","0"
"7035","Pachysylvia hypoxantha","0","0","0","0","0","0","0","0","0","0","0","0"
"7036","Pachysylvia muscicapina","0","0","0","0","0","0","0","0","0","0","0","0"
"7037","Pachysylvia semibrunnea","0","0","0","0","0","0","0","0","0","0","0","0"
"7038","Pagodroma nivea","0","0","0","0","0","0","0","0","0","0","1","0"
"7039","Pagophila eburnea","0","0","0","1","0","1","0","0","1","0","1","0"
"7040","Palaeornis eupatria","1","0","0","0","0","1","0","0","0","0","0","0"
"7041","Palmeria dolei","1","1","0","0","0","1","0","0","0","0","1","0"
"7042","Paludipasser locustella","1","0","0","0","0","1","0","0","0","0","1","0"
"7043","Pandion haliaetus","1","0","0","1","0","1","1","0","1","0","0","0"
"7044","Panterpe insignis","0","0","0","0","0","0","0","0","0","0","0","0"
"7045","Panurus biarmicus","0","0","0","0","0","0","0","0","0","0","0","0"
"7046","Panyptila cayennensis","0","0","0","0","0","0","0","0","0","0","0","0"
"7047","Panyptila sanctihieronymi","0","0","0","0","0","0","0","0","0","0","0","0"
"7048","Papasula abbotti","0","1","1","1","1","1","0","0","1","0","1","0"
"7049","Parabuteo leucorrhous","0","0","0","0","0","0","0","0","0","0","0","0"
"7050","Parabuteo unicinctus","0","0","0","0","0","0","0","0","0","0","0","0"
"7051","Paraclaravis geoffroyi","1","0","1","0","0","1","0","0","0","0","0","0"
"7052","Paraclaravis mondetoura","0","0","0","0","0","0","0","0","0","0","0","0"
"7053","Paradigalla brevicauda","0","0","0","0","0","0","0","0","0","0","0","0"
"7054","Paradigalla carunculata","1","0","0","0","0","1","0","0","0","0","0","0"
"7055","Paradisaea apoda","0","0","0","0","0","0","0","0","0","0","0","0"
"7056","Paradisaea decora","1","0","0","1","0","1","0","0","0","0","0","0"
"7057","Paradisaea guilielmi","1","1","0","0","0","1","0","0","0","0","0","0"
"7058","Paradisaea minor","0","0","0","0","0","0","0","0","0","0","0","0"
"7059","Paradisaea raggiana","0","0","0","0","0","0","0","0","0","0","0","0"
"7060","Paradisaea rubra","0","0","0","1","0","1","0","1","0","0","0","0"
"7061","Paradisornis rudolphi","1","0","0","1","0","1","0","0","0","0","1","0"
"7062","Paradoxornis flavirostris","1","0","0","0","0","1","0","1","0","0","1","0"
"7063","Paradoxornis guttaticollis","0","0","0","0","0","0","0","0","0","0","0","0"
"7064","Paradoxornis heudei","1","0","1","0","0","1","0","0","0","0","0","0"
"7065","Paragallinula angulata","1","0","0","0","0","0","0","1","0","0","0","0"
"7066","Paramythia montium","0","0","0","0","0","0","0","0","0","0","0","0"
"7067","Paramythia olivacea","0","0","0","0","0","0","0","0","0","0","0","0"
"7068","Pardaliparus amabilis","1","0","0","1","0","1","0","0","0","0","0","0"
"7069","Pardaliparus elegans","0","0","0","0","0","0","0","0","0","0","0","0"
"7070","Pardaliparus venustulus","0","0","0","0","0","0","0","0","0","0","0","0"
"7071","Pardalotus punctatus","0","0","0","0","0","0","0","0","0","0","1","0"
"7072","Pardalotus quadragintus","1","1","1","0","0","1","0","1","0","0","1","0"
"7073","Pardalotus rubricatus","0","0","0","0","0","0","0","0","0","0","0","0"
"7074","Pardalotus striatus","0","0","0","0","0","0","0","0","0","0","0","0"
"7075","Pardirallus maculatus","0","0","0","0","0","0","0","0","0","0","0","0"
"7076","Pardirallus nigricans","0","0","0","0","0","0","0","0","0","0","0","0"
"7077","Pardirallus sanguinolentus","0","0","0","0","0","0","0","0","0","0","0","0"
"7078","Pareudiastes pacificus","1","1","0","0","0","1","0","0","0","0","1","0"
"7079","Pareudiastes silvestris","0","1","0","0","0","1","0","0","0","0","1","0"
"7080","Parkerthraustes humeralis","0","0","0","0","0","0","0","0","0","0","0","0"
"7081","Parkesia motacilla","0","0","0","0","0","0","0","0","0","0","0","0"
"7082","Parkesia noveboracensis","0","0","0","0","0","0","0","0","0","0","0","0"
"7083","Parmoptila jamesoni","0","0","0","0","0","0","0","0","0","0","0","0"
"7084","Parmoptila rubrifrons","1","0","0","0","0","1","0","0","0","0","0","0"
"7085","Parmoptila woodhousei","0","0","0","0","0","0","0","0","0","0","0","0"
"7086","Paroaria baeri","0","0","0","0","0","0","0","0","0","0","0","0"
"7087","Paroaria capitata","0","0","0","0","0","0","0","0","0","0","0","0"
"7088","Paroaria coronata","0","0","0","0","0","0","0","0","0","0","0","0"
"7089","Paroaria dominicana","0","0","0","0","0","0","0","0","0","0","0","0"
"7090","Paroaria gularis","0","0","0","0","0","0","0","0","0","0","0","0"
"7091","Paroaria nigrogenis","0","0","0","0","0","0","0","0","0","0","0","0"
"7092","Paroreomyza maculata","1","1","1","0","1","0","0","0","0","0","1","0"
"7093","Paroreomyza montana","1","1","0","0","0","1","0","1","0","0","0","0"
"7094","Parotia berlepschi","0","0","0","0","0","0","0","0","0","0","0","0"
"7095","Parotia carolae","0","0","0","0","0","0","0","0","0","0","0","0"
"7096","Parotia lawesii","0","0","0","0","0","0","0","0","0","0","0","0"
"7097","Parotia sefilata","0","0","0","0","0","0","0","0","0","0","0","0"
"7098","Parotia wahnesi","1","0","0","0","0","0","0","0","0","0","0","0"
"7099","Parus major","0","0","0","0","0","0","0","0","0","0","1","0"
"7100","Parus monticolus","0","0","0","0","0","0","0","0","0","0","0","0"
"7101","Passer ammodendri","0","0","0","0","0","0","0","0","0","0","0","0"
"7102","Passer castanopterus","0","0","0","0","0","0","0","0","0","0","0","0"
"7103","Passer cinnamomeus","0","0","0","0","0","0","0","0","0","0","0","0"
"7104","Passer cordofanicus","0","0","0","0","0","0","0","0","0","0","0","0"
"7105","Passer diffusus","0","0","0","0","0","0","0","0","0","0","0","0"
"7106","Passer domesticus","0","0","0","0","0","0","0","0","0","0","0","0"
"7107","Passer eminibey","0","0","0","0","0","0","0","0","0","0","0","0"
"7108","Passer euchlorus","0","0","0","0","0","0","0","0","0","0","0","0"
"7109","Passer flaveolus","0","0","0","0","0","0","0","0","0","0","0","0"
"7110","Passer gongonensis","0","0","0","0","0","0","0","0","0","0","0","0"
"7111","Passer griseus","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","Passer hemileucus","0","0","0","0","0","1","0","0","0","0","1","0"
"7113","Passer hispaniolensis","0","0","0","0","0","0","0","0","1","0","0","0"
"7114","Passer iagoensis","0","0","0","0","0","0","0","0","0","0","0","0"
"7115","Passer insularis","0","0","0","0","0","0","0","0","0","0","0","0"
"7116","Passer italiae","1","0","0","0","0","0","0","0","1","0","0","0"
"7117","Passer luteus","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","Passer melanurus","0","0","0","0","0","0","0","0","0","0","0","0"
"7119","Passer moabiticus","0","0","0","0","0","0","0","0","0","0","0","0"
"7120","Passer montanus","0","0","0","0","0","0","0","0","0","0","0","0"
"7121","Passer motitensis","0","0","0","0","0","0","0","0","0","0","0","0"
"7122","Passer pyrrhonotus","0","0","0","0","0","0","0","0","0","0","0","0"
"7123","Passer rufocinctus","0","0","0","0","0","0","0","0","0","0","0","0"
"7124","Passer shelleyi","0","0","0","0","0","0","0","0","0","0","0","0"
"7125","Passer simplex","0","0","0","0","0","0","0","0","0","0","0","0"
"7126","Passer suahelicus","0","0","0","0","0","0","0","0","0","0","0","0"
"7127","Passer swainsonii","0","0","0","0","0","0","0","0","0","0","0","0"
"7128","Passer zarudnyi","0","0","0","0","0","0","0","0","0","0","0","0"
"7129","Passerculus bairdii","0","0","0","0","0","0","0","0","0","0","0","0"
"7130","Passerculus guttatus","0","0","0","0","0","0","0","0","0","0","0","0"
"7131","Passerculus henslowii","1","0","1","0","1","0","0","1","1","0","0","0"
"7132","Passerculus rostratus","0","0","0","0","0","0","0","0","0","0","0","0"
"7133","Passerculus sanctorum","0","1","0","0","0","0","0","0","0","0","0","0"
"7134","Passerculus sandwichensis","0","0","0","0","0","0","0","0","0","0","0","0"
"7135","Passerella arborea","0","0","0","0","0","0","0","0","0","0","1","0"
"7136","Passerella iliaca","0","0","0","0","0","0","0","0","0","0","0","0"
"7137","Passerella megarhyncha","0","0","0","0","0","0","0","0","0","0","0","0"
"7138","Passerella schistacea","0","0","0","0","0","0","0","0","0","0","0","0"
"7139","Passerella unalaschcensis","0","0","0","0","0","0","0","0","0","0","0","0"
"7140","Passerina amoena","0","0","0","0","0","0","0","0","0","0","0","0"
"7141","Passerina caerulea","0","0","0","0","0","0","0","0","0","0","0","0"
"7142","Passerina ciris","0","1","1","0","1","1","0","0","0","0","0","0"
"7143","Passerina cyanea","0","0","0","0","0","0","0","0","0","0","0","0"
"7144","Passerina leclancherii","0","0","0","0","0","0","0","0","0","0","0","0"
"7145","Passerina rositae","0","0","0","1","1","1","0","0","0","0","1","0"
"7146","Passerina versicolor","0","0","0","0","0","0","0","0","0","0","0","0"
"7147","Pastor roseus","0","0","0","0","0","0","0","0","0","0","0","0"
"7148","Patagioenas albilinea","0","0","0","0","0","0","0","0","0","0","0","0"
"7149","Patagioenas albipennis","0","0","0","0","0","0","0","0","0","0","0","0"
"7150","Patagioenas araucana","0","0","0","0","0","0","0","0","0","0","0","0"
"7151","Patagioenas caribaea","1","0","0","1","0","1","0","0","0","0","0","0"
"7152","Patagioenas cayennensis","0","0","0","0","0","0","0","0","0","0","0","0"
"7153","Patagioenas corensis","0","0","0","0","0","0","0","0","0","0","0","0"
"7154","Patagioenas fasciata","0","0","0","0","0","0","0","0","0","0","0","0"
"7155","Patagioenas flavirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"7156","Patagioenas goodsoni","0","0","0","0","0","0","0","0","0","0","0","0"
"7157","Patagioenas inornata","1","1","0","0","0","1","0","0","0","0","1","0"
"7158","Patagioenas leucocephala","0","0","1","0","0","1","1","0","1","0","0","0"
"7159","Patagioenas maculosa","0","0","0","0","0","0","0","0","0","0","0","0"
"7160","Patagioenas nigrirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"7161","Patagioenas oenops","1","0","1","0","0","1","0","0","0","0","0","0"
"7162","Patagioenas picazuro","0","0","0","0","0","0","0","0","0","0","0","0"
"7163","Patagioenas plumbea","0","0","0","0","0","0","0","0","0","0","0","0"
"7164","Patagioenas speciosa","0","0","0","0","0","0","0","0","0","0","0","0"
"7165","Patagioenas squamosa","0","0","0","0","0","0","0","0","0","0","0","0"
"7166","Patagioenas subvinacea","1","0","0","1","1","1","0","0","0","0","0","0"
"7167","Patagona gigas","0","0","0","0","0","0","0","0","0","0","0","0"
"7168","Pauxi koepckeae","1","0","0","1","1","1","0","0","0","0","0","0"
"7169","Pauxi pauxi","1","0","0","1","0","1","0","0","0","0","0","0"
"7170","Pauxi unicornis","1","0","0","1","1","1","0","0","0","0","1","0"
"7171","Pavo cristatus","0","0","0","0","0","0","0","0","0","0","0","0"
"7172","Pavo muticus","1","0","1","0","0","1","1","0","0","0","0","0"
"7173","Pedionomus torquatus","1","1","0","0","0","1","0","0","1","0","1","0"
"7174","Pelagodroma marina","0","1","0","0","0","0","0","0","1","0","0","0"
"7175","Pelargopsis amauroptera","1","0","0","0","0","1","0","0","0","0","0","0"
"7176","Pelargopsis capensis","0","0","0","0","0","0","0","0","0","0","0","0"
"7177","Pelargopsis melanorhyncha","0","0","0","0","0","0","0","0","0","0","0","0"
"7178","Pelecanoides garnotii","0","1","0","1","0","1","1","0","1","0","1","0"
"7179","Pelecanoides georgicus","0","1","0","0","0","1","0","0","0","0","0","0"
"7180","Pelecanoides magellani","0","1","0","1","0","0","0","0","0","0","0","0"
"7181","Pelecanoides urinatrix","0","1","0","0","0","0","0","0","0","0","0","0"
"7182","Pelecanoides whenuahouensis","0","1","0","0","0","0","0","0","0","0","1","0"
"7183","Pelecanus conspicillatus","0","0","0","0","0","0","0","0","0","0","0","0"
